"","Protein","Len","S0","S0.1","S1","S1.1","S1.2","S1.3","S1.4","S1.5","S1.6","S1.7","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"2347","m.7945",324,2,2,0,1,1,0,0,1,2,3,-7.114,-2.943,0.905553,0.98418,0.60283,"Q7T2D1","Retinol dehydrogenase 10-B OS=Danio rerio GN=rdh10b PE=2 SV=2                    "
"2348","m.7961",340,1,2,1,2,1,0,1,1,1,0,-7.847,-3.2093,0.807862,0.969823,0.480653,"Q9NWH7","Spermatogenesis-associated protein 6 OS=Homo sapiens GN=SPATA6 PE=1 SV=1                    "
"2349","m.7974",155,4,2,1,1,1,0,1,1,1,1,-6.51,-2.6799,0.977952,0.991648,0.700995,NA,NA
"2350","m.8003",356,3,6,2,5,4,2,4,4,4,4,-7.701,-4.314,0.185419,0.907607,0.045018,"Q5EA79","Aldose 1-epimerase OS=Bos taurus GN=GALM PE=2 SV=1                     "
"2351","m.8017",724,4,6,2,3,3,2,4,4,6,3,-5.786,-1.6368,1,0.970171,0.860074,"Q2TBA3","Mucosa-associated lymphoid tissue lymphoma translocation protein 1 homolog OS=Mus musculus GN=Malt1 PE=1 SV=2               "
"2352","m.8021",276,0,0,1,0,0,0,0,0,0,0,-6.717,-2.4125,1,0.991108,0.773509,"3273218","Predicted protein OS=Nematostella vectensis GN=v1g205101 PE=4 SV=1                     "
"2353","m.8023",472,1,2,0,2,1,1,2,2,2,2,-7.224,-3.7686,0.486997,0.935457,0.201694,"Q6AY97","Coiled-coil domain-containing protein 91 OS=Rattus norvegicus GN=Ccdc91 PE=2 SV=1                   "
"2354","m.8059",183,0,1,0,0,2,0,0,0,1,1,-7.56,-3.6986,0.539732,0.939773,0.232686,"Q9VCA9","Signal peptidase complex subunit 3 OS=Drosophila melanogaster GN=Spase22-23 PE=2 SV=1                  "
"2355","m.809",141,0,0,1,1,1,0,0,1,1,0,-4.937,-1.5582,0.999986,0.964081,0.863332,"P30151","Elongation factor 1-beta OS=Xenopus laevis GN=eef1b PE=1 SV=3                    "
"2356","m.81",504,12,14,12,10,17,9,14,17,20,17,-4.392,-2.833,0.940321,0.988386,0.646816,"Q91YN5","UDP-N-acetylhexosamine pyrophosphorylase OS=Mus musculus GN=Uap1 PE=1 SV=1                     "
"2357","m.8138",1023,0,1,0,0,0,0,0,0,0,0,-7.781,-3.8338,0.437891,0.931462,0.175022,"Q80U44","Zinc finger FYVE domain-containing protein 16 OS=Mus musculus GN=Zfyve16 PE=1 SV=2                 "
"2358","m.8149",654,3,4,2,4,4,1,5,3,6,5,-6.183,-2.5834,0.992225,0.992152,0.730549,"P14133","L-ascorbate oxidase OS=Cucumis sativus PE=1 SV=1                      "
"2359","m.818",312,0,0,0,0,0,0,0,0,0,1,-7.184,-2.2823,0.99879,0.989668,0.798509,"Q96RW7","Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2                      "
"2360","m.82",123,1,3,2,5,2,5,3,2,1,2,-4.834,-2.4814,0.999057,0.991724,0.75764,"3275002","Predicted protein OS=Nematostella vectensis GN=v1g243126 PE=4 SV=1                     "
"2361","m.8211",367,2,2,2,2,3,3,2,2,3,3,-5.402,-2.2564,0.99849,0.989356,0.802779,"3283494","Predicted protein OS=Nematostella vectensis GN=v1g247680 PE=4 SV=1                     "
"2362","m.8222",467,26,34,17,25,22,14,17,23,24,25,-8.626,-5.9212,6.6e-05,0.885025,5e-06,"Q04467","Isocitrate dehydrogenase [NADP] mitochondrial OS=Bos taurus GN=IDH2 PE=1 SV=2                           "
"2363","m.8227",922,2,2,1,2,1,1,2,2,1,3,-7.384,-2.9809,0.892666,0.982432,0.586751,"Q9NZM1","Myoferlin OS=Homo sapiens GN=MYOF PE=1 SV=1                      "
"2364","m.8231",396,1,1,0,1,0,0,1,0,1,1,-8.229,-2.5438,0.995797,0.992079,0.74158,"Q9NWM3","CUE domain-containing protein 1 OS=Homo sapiens GN=CUEDC1 PE=1 SV=1                   "
"2365","m.8232",523,2,4,1,1,1,1,1,2,1,3,-6.726,-2.7971,0.950516,0.989435,0.66028,"Q6P1B1","Xaa-Pro aminopeptidase 1 OS=Mus musculus GN=Xpnpep1 PE=2 SV=1                    "
"2366","m.8233",1215,28,30,12,14,24,12,21,24,25,28,-6.699,-5.1179,0.009276,0.892763,0.000978,"P32674","Formate acetyltransferase 2 OS=Escherichia coli (strain K12) GN=pflD PE=3 SV=1                  "
"2367","m.8241",512,2,2,1,1,2,0,2,1,1,1,-5.657,-2.6619,0.981217,0.991825,0.706789,"Q15464","SH2 domain-containing adapter protein B OS=Homo sapiens GN=SHB PE=1 SV=2                  "
"2368","m.8246",632,0,0,0,0,1,0,1,1,1,0,-8.282,-2.2928,0.99892,0.989791,0.796716,"3279327","Predicted protein OS=Nematostella vectensis GN=v1g119730 PE=4 SV=1                     "
"2369","m.8318",815,0,0,0,0,0,1,0,0,0,0,-6.909,-2.7546,0.961598,0.990453,0.675629,"A2AAY5","SH3 and PX domain-containing protein 2B OS=Mus musculus GN=Sh3pxd2b PE=1 SV=1                 "
"2370","m.8325",182,0,0,0,0,1,0,0,0,0,0,-5.883,-2.703,0.973359,0.991358,0.693376,"Q9NYZ1","Golgi apparatus membrane protein TVP23 homolog B OS=Homo sapiens GN=TVP23B PE=1 SV=2                "
"2371","m.8342",908,38,37,29,28,36,22,33,32,37,44,-6.545,-4.282,0.196607,0.908721,0.05035,"P55786","Puromycin-sensitive aminopeptidase OS=Homo sapiens GN=NPEPPS PE=1 SV=2                     "
"2372","m.8376",1390,3,5,1,5,3,1,2,2,2,2,-6.397,-1.8876,0.99802,0.981917,0.845032,"O75116","Rho-associated protein kinase 2 OS=Homo sapiens GN=ROCK2 PE=1 SV=4                   "
"2373","m.8454",243,2,2,1,1,0,0,0,2,1,1,-7.792,-2.4956,0.998551,0.991826,0.754127,"O88783","Coagulation factor V OS=Mus musculus GN=F5 PE=1 SV=1                    "
"2374","m.849",171,9,10,5,7,8,6,6,8,9,10,-6.104,-2.3923,1,0.990902,0.777801,"Q5E9E2","Myosin regulatory light polypeptide 9 OS=Bos taurus GN=MYL9 PE=2 SV=3                  "
"2375","m.8509",223,1,0,0,0,1,0,0,0,0,0,-6.364,-2.1601,0.998188,0.988064,0.8169,"Q95LU3","Fibrinogen C domain-containing protein 1 OS=Macaca fascicularis GN=FIBCD1 PE=2 SV=1                  "
"2376","m.8553",598,0,0,1,0,1,0,1,0,1,1,-7.713,-2.2385,0.99835,0.989134,0.805607,"O35550","Rab GTPase-binding effector protein 1 OS=Rattus norvegicus GN=Rabep1 PE=1 SV=1                  "
"2377","m.8574",338,1,2,1,1,0,1,1,1,0,1,-5.296,-1.713,1,0.974856,0.856309,"P30205","Antigen WC1.1 OS=Bos taurus PE=2 SV=1                      "
"2378","m.858",537,4,5,3,4,7,4,3,3,5,6,-6.781,-2.8673,0.929979,0.987227,0.633537,"P82264","Glutamate dehydrogenase mitochondrial OS=Chaenocephalus aceratus GN=glud1 PE=1 SV=1                           "
"2379","m.8594",352,4,4,1,1,3,1,2,2,3,2,-7.859,-3.3939,0.727381,0.958527,0.386098,"P70412","CUB and zona pellucida-like domain-containing protein 1 OS=Mus musculus GN=Cuzd1 PE=2 SV=2                "
"2380","m.860",473,9,14,8,9,8,3,5,6,12,9,-3.709,-1.7661,0.998645,0.977509,0.853293,"P23004","Cytochrome b-c1 complex subunit 2 mitochondrial OS=Bos taurus GN=UQCRC2 PE=1 SV=2                           "
"2381","m.8609",175,8,9,8,5,11,9,6,9,10,11,-6.953,-3.6449,0.57869,0.943083,0.257936,"3285395","Predicted protein OS=Nematostella vectensis GN=v1g220800 PE=3 SV=1                     "
"2382","m.8622",179,2,2,1,3,1,0,3,3,2,3,-5.412,-2.1423,0.998268,0.98779,0.819234,"O75131","Copine-3 OS=Homo sapiens GN=CPNE3 PE=1 SV=1                      "
"2383","m.8629",370,0,0,0,0,1,0,0,1,1,1,-7.278,-3.1808,0.81912,0.971524,0.49468,"Q9EPE9","Probable cation-transporting ATPase 13A1 OS=Mus musculus GN=Atp13a1 PE=2 SV=2                   "
"2384","m.8646",552,1,2,0,0,1,1,0,0,1,0,-7.686,-3.1642,0.825577,0.972504,0.502756,"Q503C8","NudC domain-containing protein 1 OS=Danio rerio GN=nudcd1 PE=2 SV=1                   "
"2385","m.865",271,9,11,7,7,10,2,8,10,11,9,-2.779,-1.4568,0.999986,0.953716,0.866736,"Q9W2N0","F-actin-capping protein subunit alpha OS=Drosophila melanogaster GN=cpa PE=2 SV=1                   "
"2386","m.8669",206,2,2,1,3,2,0,2,2,2,2,-5.542,-2.1663,0.998191,0.988156,0.816068,NA,NA
"2387","m.8693",201,4,5,3,4,5,4,5,4,4,4,-5.367,-2.2252,0.998245,0.988965,0.807646,"Q28894","WAP four-disulfide core domain protein 2 OS=Canis familiaris GN=WFDC2 PE=2 SV=1                 "
"2388","m.8696",278,1,2,1,1,1,1,0,2,1,1,-6.454,-2.1081,0.998445,0.987221,0.823499,"Q9NGQ2","Kinesin-related protein 1 OS=Dictyostelium discoideum GN=kif1 PE=1 SV=1                    "
"2389","m.8700",316,1,1,1,1,1,1,1,1,2,1,-4.709,-1.9366,0.998493,0.983346,0.84105,"Q5R5M0","Mitochondrial carrier homolog 2 OS=Pongo abelii GN=MTCH2 PE=2 SV=2                   "
"2390","m.8703",160,2,3,1,2,3,1,1,2,3,2,-5.78,-3.1703,0.823212,0.972145,0.499797,"Q7ZWB2","Ubiquitin-like protein 4A OS=Danio rerio GN=ubl4a PE=2 SV=1                    "
"2391","m.8709",507,4,6,2,2,4,2,3,3,4,4,-6.439,-2.7801,0.955079,0.989872,0.666497,"P50429","Arylsulfatase B OS=Mus musculus GN=Arsb PE=2 SV=3                     "
"2392","m.873",140,7,7,5,6,7,3,6,6,7,8,-5.438,-2.5308,0.996708,0.992026,0.745059,"P46405","40S ribosomal protein S12 OS=Sus scrofa GN=RPS12 PE=2 SV=2                   "
"2393","m.8730",570,2,3,1,3,3,0,1,1,2,2,-6.813,-3.3844,0.731954,0.959112,0.391063,"Q9UJS0","Calcium-binding mitochondrial carrier protein Aralar2 OS=Homo sapiens GN=SLC25A13 PE=1 SV=2                  "
"2394","m.8735",575,3,1,2,2,2,0,1,2,2,1,-6.796,-2.332,0.999425,0.990243,0.78969,"Q92828","Coronin-2A OS=Homo sapiens GN=CORO2A PE=2 SV=2                      "
"2395","m.8756",335,0,1,0,1,0,0,1,1,1,0,-7.629,-2.9007,0.919451,0.985962,0.620223,"Q9CYL5","Golgi-associated plant pathogenesis-related protein 1 OS=Mus musculus GN=Glipr2 PE=2 SV=3                  "
"2396","m.8791",125,0,0,1,1,0,0,1,0,1,0,-6.154,-2.2612,0.998555,0.989414,0.802004,"3272964","Predicted protein OS=Nematostella vectensis GN=v1g241933 PE=4 SV=1                     "
"2397","m.8796",376,3,6,5,6,7,3,3,5,6,6,-4.618,-1.4266,0.999973,0.949941,0.867597,"P85515","Alpha-centractin OS=Rattus norvegicus GN=Actr1a PE=1 SV=1                      "
"2398","m.8799",389,13,14,7,6,13,4,9,8,14,11,-2.935,-1.0027,0.99992,0.8328,0.874565,NA,NA
"2399","m.8809",274,0,1,0,1,0,0,0,0,0,0,-7.881,-2.8826,0.925221,0.986664,0.627484,"Q07646","Mesoderm-specific transcript protein OS=Mus musculus GN=Mest PE=2 SV=1                    "
"2400","m.8820",398,0,0,0,0,0,0,0,0,1,1,-5.884,-2.2776,0.998719,0.989612,0.7993,"3283051","Predicted protein OS=Nematostella vectensis GN=v1g217653 PE=4 SV=1                     "
"2401","m.886",1029,0,1,1,2,1,0,0,1,1,1,-7.948,-3.8929,0.395151,0.927896,0.152781,"Q6Q0N0","Calsyntenin-1 OS=Rattus norvegicus GN=Clstn1 PE=2 SV=1                      "
"2402","m.8870",312,17,16,13,14,17,8,12,16,17,16,-6.336,-4.9228,0.027634,0.895321,0.002866,"Q60431","Caspase-3 OS=Mesocricetus auratus GN=CASP3 PE=2 SV=1                      "
"2403","m.8872",406,10,13,7,10,10,9,10,7,7,9,-5.95,-6.0753,2.2e-05,0.883999,2e-06,"Q7SXW6","Actin-related protein 2-A OS=Danio rerio GN=actr2a PE=2 SV=1                    "
"2404","m.8875",267,8,9,7,5,7,5,4,4,5,5,-4.393,-2.1072,0.998451,0.987205,0.823608,"P62755","40S ribosomal protein S6 OS=Rattus norvegicus GN=Rps6 PE=1 SV=1                   "
"2405","m.8877",241,4,5,3,3,4,2,3,4,5,4,-4.019,-1.345,0.999966,0.937741,0.869623,"Q60631","Growth factor receptor-bound protein 2 OS=Mus musculus GN=Grb2 PE=1 SV=1                  "
"2406","m.8880",300,1,2,2,2,2,0,2,3,2,2,-7.451,-3.5328,0.652301,0.949978,0.313814,"Q24046","Sodium/potassium-transporting ATPase subunit beta-1 OS=Drosophila melanogaster GN=nrv1 PE=1 SV=2                   "
"2407","m.8882",347,1,2,0,2,1,0,0,0,2,0,-7.717,-3.0219,0.878311,0.980398,0.568842,"O05389","Uncharacterized oxidoreductase YrbE OS=Bacillus subtilis (strain 168) GN=yrbE PE=3 SV=2                  "
"2408","m.8885",757,22,23,14,18,20,10,12,14,13,24,-6.027,-1.9119,0.998264,0.982644,0.843109,"Q3TZZ7","Extended synaptotagmin-2 OS=Mus musculus GN=Esyt2 PE=1 SV=1                     "
"2409","m.8900",399,17,19,14,14,11,10,15,15,12,13,-1.243,-0.6832,0.963089,0.59335,0.876176,"P70412","CUB and zona pellucida-like domain-containing protein 1 OS=Mus musculus GN=Cuzd1 PE=2 SV=2                "
"2410","m.8901",709,0,1,0,0,0,0,1,0,1,0,-7.991,-3.6214,0.59507,0.94453,0.269335,"Q7TQH0","Ataxin-2-like protein OS=Mus musculus GN=Atxn2l PE=1 SV=1                     "
"2411","m.8903",180,14,15,11,11,15,7,12,12,16,13,-4.729,-1.4134,0.999988,0.948175,0.867954,NA,NA
"2412","m.8908",660,2,1,0,2,2,0,1,2,2,1,-7.556,-3.8065,0.458309,0.933129,0.185922,"Q04637","Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1 PE=1 SV=4                "
"2413","m.8913",420,2,3,1,2,1,1,1,0,1,2,-7.098,-3.191,0.815116,0.970918,0.489682,"Q9QWW1","Homer protein homolog 2 OS=Mus musculus GN=Homer2 PE=1 SV=1                   "
"2414","m.8914",480,1,1,1,3,1,1,0,0,1,1,-8.195,-3.1685,0.823911,0.972251,0.500671,"Q6P1S4","Arginine--tRNA ligase cytoplasmic OS=Xenopus tropicalis GN=rars PE=2 SV=1                           "
"2415","m.8917",676,44,53,30,37,40,22,31,38,42,46,-4.258,-6.1597,1.2e-05,0.883492,1e-06,"P63018","Heat shock cognate 71 kDa protein OS=Rattus norvegicus GN=Hspa8 PE=1 SV=1                 "
"2416","m.892",692,6,5,2,3,5,1,4,4,4,3,-4.323,-1.4596,0.999974,0.954048,0.866652,"P48999","Arachidonate 5-lipoxygenase OS=Mus musculus GN=Alox5 PE=1 SV=3                     "
"2417","m.8921",707,0,0,0,0,0,0,0,0,0,1,-7.419,-2.6232,0.987306,0.992072,0.718813,"P34885","Protein kinase C-like 1B OS=Caenorhabditis elegans GN=pkc-1 PE=2 SV=2                   "
"2418","m.8927",151,9,9,7,11,11,1,9,10,7,7,-7.48,-3.9517,0.355523,0.924445,0.132496,"P54357","Myosin-2 essential light chain OS=Drosophila melanogaster GN=Mlc-c PE=1 SV=1                   "
"2419","m.8928",359,8,8,8,9,7,2,10,10,9,8,-5.063,-2.781,0.954838,0.98985,0.666171,"Q29RK4","UV excision repair protein RAD23 homolog B OS=Bos taurus GN=RAD23B PE=2 SV=1                "
"2420","m.8932",510,10,16,8,10,12,1,9,9,13,11,-5.795,-4.3099,0.186832,0.907746,0.045677,"P53619","Coatomer subunit delta OS=Bos taurus GN=ARCN1 PE=1 SV=1                    "
"2421","m.8936",197,4,4,2,3,2,2,3,2,3,3,-5.354,-2.495,0.998573,0.991822,0.754277,"P49721","Proteasome subunit beta type-2 OS=Homo sapiens GN=PSMB2 PE=1 SV=1                   "
"2422","m.8939",146,3,3,2,2,4,2,2,3,2,2,-6.506,-3.1605,0.827007,0.972721,0.504547,"P58546","Myotrophin OS=Homo sapiens GN=MTPN PE=1 SV=2                      "
"2423","m.8941",216,6,8,4,7,8,4,6,7,6,9,-6.293,-2.1091,0.998447,0.987238,0.823379,"Q9N0V4","Glutathione S-transferase Mu 1 OS=Bos taurus GN=GSTM1 PE=1 SV=3                   "
"2424","m.8943",224,0,1,1,0,0,1,1,2,1,1,-8.33,-3.5399,0.648,0.949541,0.310179,"P02752","Riboflavin-binding protein OS=Gallus gallus PE=1 SV=2                      "
"2425","m.8947",2092,7,6,4,8,8,5,3,4,6,5,-7.79,-2.6691,0.979947,0.991759,0.704487,NA,NA
"2426","m.8953",221,7,9,4,6,7,3,4,4,7,5,-7.633,-4.4824,0.131562,0.902809,0.023556,"Q3MHN0","Proteasome subunit beta type-6 OS=Bos taurus GN=PSMB6 PE=1 SV=1                   "
"2427","m.8954",500,2,2,1,5,7,3,1,6,6,6,-6.21,-2.3048,0.999083,0.989931,0.794622,"Q9BUD6","Spondin-2 OS=Homo sapiens GN=SPON2 PE=1 SV=3                      "
"2428","m.8957",494,3,3,2,2,3,2,2,2,2,3,-7.035,-2.686,0.97677,0.991578,0.699003,"B7ZC32","Kinesin-like protein KIF28P OS=Homo sapiens GN=KIF28P PE=3 SV=2                    "
"2429","m.8978",174,1,2,1,1,0,0,0,1,1,0,-8.155,-3.3216,0.760819,0.962981,0.423713,"Q9P2T1","GMP reductase 2 OS=Homo sapiens GN=GMPR2 PE=1 SV=1                    "
"2430","m.898",376,1,2,1,1,2,0,1,1,2,2,-5.9,-2.025,0.998866,0.985564,0.832755,"Q3TBT3","Stimulator of interferon genes protein OS=Mus musculus GN=Tmem173 PE=1 SV=2                  "
"2431","m.8982",213,4,4,1,3,7,1,3,4,5,6,-5.163,-1.8337,0.997701,0.980156,0.848958,"4785826","Uncharacterized protein OS=Crassostrea gigas GN=CGI_10028476 PE=4 SV=1                     "
"2432","m.8984",345,1,1,0,0,2,1,0,0,0,1,-5.209,-2.1793,0.998166,0.988344,0.814291,"Q5RC80","RNA-binding protein 39 OS=Pongo abelii GN=RBM39 PE=2 SV=1                    "
"2433","m.899",700,1,3,1,1,1,3,2,2,3,2,-7.652,-2.7351,0.966275,0.990838,0.682452,"Q6GN42","Choline transporter-like protein 4 OS=Xenopus laevis GN=slc44a4 PE=2 SV=1                   "
"2434","m.8991",306,13,14,6,11,10,9,9,12,13,13,-5.653,-3.0397,0.871954,0.979475,0.560904,"A4YI89","3-hydroxypropionyl-coenzyme A dehydratase OS=Metallosphaera sedula (strain ATCC 51363 / DSM 5348) GN=Msed_2001 PE=1 SV=1              "
"2435","m.90",277,3,2,1,0,4,1,1,1,5,2,-6.77,-2.7549,0.961524,0.990447,0.675523,"Q9Y5Z4","Heme-binding protein 2 OS=Homo sapiens GN=HEBP2 PE=1 SV=1                    "
"2436","m.900",248,45,46,34,39,46,35,40,40,40,47,-2.23,-3.5859,0.618907,0.946714,0.286902,"P42656","DNA damage checkpoint protein rad24 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=rad24 PE=1 SV=2             "
"2437","m.9006",624,1,2,0,0,0,0,0,0,0,0,-7.225,-2.3144,0.999209,0.990042,0.792911,"Q04609","Glutamate carboxypeptidase 2 OS=Homo sapiens GN=FOLH1 PE=1 SV=1                    "
"2438","m.9013",389,8,9,7,7,9,7,10,4,8,10,-5.27,-1.7659,0.998651,0.977501,0.853305,"P26779","Prosaposin OS=Bos taurus GN=PSAP PE=1 SV=3                      "
"2439","m.9015",170,7,7,6,7,6,3,6,7,7,4,-2.979,-1.1503,0.999928,0.891899,0.873003,"Q8LGG8","Universal stress protein A-like protein OS=Arabidopsis thaliana GN=At3g01520 PE=1 SV=2                  "
"2440","m.9022",1133,28,31,21,23,28,15,22,24,30,30,-5.131,-3.6128,0.60095,0.945059,0.273555,"Q9CPW0","Contactin-associated protein-like 2 OS=Mus musculus GN=Cntnap2 PE=1 SV=2                    "
"2441","m.9023",1893,1,1,0,1,0,0,1,1,0,0,-9.585,-2.9905,0.889341,0.981968,0.582606,"O75970","Multiple PDZ domain protein OS=Homo sapiens GN=MPDZ PE=1 SV=2                   "
"2442","m.9034",345,0,0,0,2,0,0,0,0,0,0,-7.481,-2.8369,0.939172,0.988261,0.645327,"Q9V895","Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Drosophila melanogaster GN=Anp32a PE=2 SV=1               "
"2443","m.904",870,6,6,1,9,6,1,4,5,7,4,-5.592,-2.5742,0.993169,0.992147,0.73317,"Q8UVX0","Piwi-like protein 1 OS=Danio rerio GN=piwil1 PE=1 SV=1                    "
"2444","m.9051",213,7,8,7,10,9,8,9,7,11,8,-3.686,-1.6042,0.999998,0.967819,0.861497,"P29314","40S ribosomal protein S9 OS=Rattus norvegicus GN=Rps9 PE=1 SV=4                   "
"2445","m.9052",1364,3,6,4,8,6,2,9,10,6,8,-4.185,-1.1181,0.999922,0.881193,0.873405,"P81439","Equistatin OS=Actinia equina PE=1 SV=1                       "
"2446","m.9058",352,14,16,6,9,11,9,6,9,13,14,-4.665,-1.8045,0.997851,0.979089,0.850905,"Q5ZIR1","Endophilin-B1 OS=Gallus gallus GN=SH3GLB1 PE=2 SV=1                      "
"2447","m.9062",253,1,1,1,1,1,1,2,1,1,1,-7.633,-2.88,0.926033,0.986762,0.628518,"O57382","Tolloid-like protein 2 OS=Xenopus laevis GN=tll2 PE=2 SV=1                    "
"2448","m.9072",179,1,2,1,0,3,0,1,2,3,1,-5.753,-2.6716,0.979492,0.991735,0.703683,NA,NA
"2449","m.9073",508,10,11,7,7,7,2,6,9,10,10,-4.639,-1.826,0.997709,0.979884,0.849483,"P09622","Dihydrolipoyl dehydrogenase mitochondrial OS=Homo sapiens GN=DLD PE=1 SV=2                           "
"2450","m.9086",773,20,21,10,12,19,6,9,9,19,17,-7.853,-5.5943,0.000618,0.887579,5.1e-05,"P23606","Protein-glutamine gamma-glutamyltransferase K OS=Rattus norvegicus GN=Tgm1 PE=2 SV=1                    "
"2451","m.9089",726,4,5,3,5,4,4,5,5,3,3,-7.635,-3.1552,0.829048,0.973031,0.507106,"O35474","EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2               "
"2452","m.9097",494,5,5,3,3,4,0,1,2,2,4,-5.821,-1.8191,0.997723,0.979634,0.849946,"Q6P5H6","FERM domain-containing protein 5 OS=Mus musculus GN=Frmd5 PE=2 SV=1                   "
"2453","m.9103",276,1,0,0,0,1,0,0,1,1,1,-5.957,-2.9449,0.904922,0.984096,0.602035,"Q9CYL5","Golgi-associated plant pathogenesis-related protein 1 OS=Mus musculus GN=Glipr2 PE=2 SV=3                  "
"2454","m.9104",238,2,1,1,1,0,0,1,2,0,0,-5.195,-2.0787,0.998647,0.986681,0.826947,"3268279","Predicted protein OS=Nematostella vectensis GN=v1g239175 PE=4 SV=1                     "
"2455","m.9109",151,3,3,3,2,2,3,3,2,3,2,-3.751,-1.8758,0.997909,0.98155,0.84593,NA,NA
"2456","m.911",192,1,3,1,0,2,1,1,2,1,1,-7.709,-2.3959,1,0.99094,0.777048,"Q9Z0Y1","Dynactin subunit 3 OS=Mus musculus GN=Dctn3 PE=2 SV=2                    "
"2457","m.9110",140,2,3,2,2,3,3,1,2,2,2,-6.932,-3.8173,0.450197,0.932468,0.181563,"Q9D2M8","Ubiquitin-conjugating enzyme E2 variant 2 OS=Mus musculus GN=Ube2v2 PE=2 SV=4                  "
"2458","m.9119",158,15,18,13,15,17,9,13,16,19,16,-5.917,-2.7826,0.954415,0.98981,0.66559,"O18598","Glutathione S-transferase OS=Blattella germanica PE=1 SV=3                      "
"2459","m.912",124,1,1,0,0,1,0,0,0,0,1,-7.348,-3.0368,0.872995,0.979627,0.562204,"Q6PFL8","Thymocyte nuclear protein 1 OS=Danio rerio GN=thyn1 PE=2 SV=1                   "
"2460","m.9122",382,2,4,2,3,2,1,1,1,1,4,-8.089,-2.559,0.994571,0.992123,0.737423,"Q01460","Di-N-acetylchitobiase OS=Rattus norvegicus GN=Ctbs PE=1 SV=1                      "
"2461","m.9133",155,8,7,3,2,3,4,2,6,7,8,-7.38,-2.6938,0.975237,0.991482,0.696435,"5494725","Uncharacterized protein OS=Helobdella robusta GN=HELRODRAFT_193192 PE=4 SV=1                     "
"2462","m.9135",505,5,5,3,2,3,2,3,2,3,3,-7.474,-4.2068,0.224883,0.911629,0.064604,"Q8VIF7","Selenium-binding protein 1 OS=Rattus norvegicus GN=Selenbp1 PE=1 SV=1                    "
"2463","m.9137",549,19,21,14,16,12,6,12,18,13,15,-4.262,-3.3867,0.73085,0.958971,0.389861,"P0C6B8","Sushi von Willebrand factor type A EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus GN=Svep1 PE=1 SV=1                           "
"2464","m.9141",173,3,2,2,0,2,0,1,1,2,2,-6.901,-2.4418,0.999921,0.99139,0.766996,"Q3T022","Histone deacetylase complex subunit SAP18 OS=Bos taurus GN=SAP18 PE=2 SV=1                  "
"2465","m.9144",101,17,17,10,8,13,11,13,10,12,16,-6.149,-2.6439,0.984207,0.991962,0.712456,NA,NA
"2466","m.915",457,1,1,1,1,1,1,1,1,1,2,-8.773,-4.19,0.231668,0.912336,0.068129,"O70244","Cubilin OS=Rattus norvegicus GN=Cubn PE=1 SV=2                      "
"2467","m.9151",279,2,4,1,2,3,0,0,0,4,2,-4.62,-1.4831,0.999978,0.956725,0.865931,"Q9GKX2","Dehydrogenase/reductase SDR family member 4 (Fragment) OS=Oryctolagus cuniculus GN=DHRS4 PE=1 SV=1                 "
"2468","m.9152",194,1,1,0,0,0,0,0,0,0,0,-4.157,-2.1216,0.998381,0.987452,0.821849,"Q8N6F8","Williams-Beuren syndrome chromosomal region 27 protein OS=Homo sapiens GN=WBSCR27 PE=2 SV=2                 "
"2469","m.9167",564,13,14,11,13,15,5,9,11,13,13,-3.893,-1.7556,0.999019,0.977032,0.853915,"Q4R7K1","mRNA cap guanine-N7 methyltransferase OS=Macaca fascicularis GN=RNMT PE=2 SV=1                   "
"2470","m.9170",543,2,2,1,2,3,0,0,1,3,2,-6.933,-2.8573,0.933049,0.98758,0.63745,"O00567","Nucleolar protein 56 OS=Homo sapiens GN=NOP56 PE=1 SV=4                    "
"2471","m.9176",257,5,4,4,7,6,1,6,5,6,4,-5.255,-2.7991,0.949967,0.989381,0.659542,"Q00577","Transcriptional activator protein Pur-alpha OS=Homo sapiens GN=PURA PE=1 SV=2                   "
