"","PROTID","PROTLEN","DEFLINE","FSW1","FSW2","FSW3","LIP1","LIP2","LIP3","LIP4","LBP1","LBP2","MIP1","MIP2","MIP3","MIP4","MBP1","MBP2","MBP3","MBP4","HIP1","HIP2","HBP1","HBP2","HBP3","HBP4"
"3452","symbB1.EST_k37c20_47335|m.87632",NA,"symbB1.EST_k37c20_47335 g.87632  ORF symbB1.EST_k37c20_47335 g.87632 symbB1.EST_k37c20_47335 m.87632 type:complete len:209 (+) symbB1.EST_k37c20_47335:96-722(+)",0,0,20.5,0,0,20,23,0,0,0,0,19,16.5,0,0,21,12.5,0,0,0,0,18.5,16.5
"3453","symbB1.EST_k37c20_475|m.1111",NA,"symbB1.EST_k37c20_475 g.1111  ORF symbB1.EST_k37c20_475 g.1111 symbB1.EST_k37c20_475 m.1111 type:5prime_partial len:752 (-) symbB1.EST_k37c20_475:62-2317(-)",2,0.5,2,0,0,1,1.5,2,2.5,3,1.5,0,1,2.5,1,0,0.5,3,1,1.5,3,0.5,1.5
"3454","symbB1.EST_k37c20_47631|m.87845",NA,"symbB1.EST_k37c20_47631 g.87845  ORF symbB1.EST_k37c20_47631 g.87845 symbB1.EST_k37c20_47631 m.87845 type:5prime_partial len:639 (-) symbB1.EST_k37c20_47631:102-2018(-)",1.33333333333333,1.5,0,0.5,0,0,0,1.5,1.5,2.5,1,0,0,0.5,0,0,0,0.5,0,0.5,0,0,0
"3455","symbB1.EST_k37c20_47633|m.87846",NA,"symbB1.EST_k37c20_47633 g.87846  ORF symbB1.EST_k37c20_47633 g.87846 symbB1.EST_k37c20_47633 m.87846 type:5prime_partial len:268 (+) symbB1.EST_k37c20_47633:2-805(+)",0.666666666666667,0,0,0,0,0,0,1.5,1,1,1,0,0,0,0,0,0,0.5,0,1,0,0,0
"3456","symbB1.EST_k37c20_47646|m.87855",NA,"symbB1.EST_k37c20_47646 g.87855  ORF symbB1.EST_k37c20_47646 g.87855 symbB1.EST_k37c20_47646 m.87855 type:internal len:136 (+) symbB1.EST_k37c20_47646:2-406(+)",2.66666666666667,3,2.5,3.5,1.5,1.5,0.5,3,3,5,2.5,1.5,1,3,1,0.5,0,1.5,3,2,4,1.5,0.5
"3457","symbB1.EST_k37c20_47739|m.87984",NA,"symbB1.EST_k37c20_47739 g.87984  ORF symbB1.EST_k37c20_47739 g.87984 symbB1.EST_k37c20_47739 m.87984 type:5prime_partial len:210 (+) symbB1.EST_k37c20_47739:2-631(+)",0,0,1.5,0,0,1,0.5,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1.5,1
"3458","symbB1.EST_k37c20_4774|m.11339",NA,"symbB1.EST_k37c20_4774 g.11339  ORF symbB1.EST_k37c20_4774 g.11339 symbB1.EST_k37c20_4774 m.11339 type:complete len:320 (+) symbB1.EST_k37c20_4774:389-1348(+)",3.33333333333333,2,3,0.5,2,3.5,4.5,9,3.5,9,8.5,2,2.5,6,3.5,1,3.5,4,3.5,3.5,5,1.5,1.5
"3459","symbB1.EST_k37c20_47904|m.88211",NA,"symbB1.EST_k37c20_47904 g.88211  ORF symbB1.EST_k37c20_47904 g.88211 symbB1.EST_k37c20_47904 m.88211 type:5prime_partial len:236 (-) symbB1.EST_k37c20_47904:123-830(-)",0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0
"3460","symbB1.EST_k37c20_47982|m.88280",NA,"symbB1.EST_k37c20_47982 g.88280  ORF symbB1.EST_k37c20_47982 g.88280 symbB1.EST_k37c20_47982 m.88280 type:complete len:348 (-) symbB1.EST_k37c20_47982:168-1211(-)",0,0,8.5,0,0,2.5,5.5,0,0,0,0,7,7,0,0,5,6.5,0,0,0,0,6.5,6
"3461","symbB1.EST_k37c20_48001|m.88307",NA,"symbB1.EST_k37c20_48001 g.88307  ORF symbB1.EST_k37c20_48001 g.88307 symbB1.EST_k37c20_48001 m.88307 type:5prime_partial len:156 (+) symbB1.EST_k37c20_48001:2-469(+)",2.66666666666667,2.5,0,0.5,0.5,0,0,4,2.5,3.5,4,0,0,2.5,1,0,0,1,1.5,1.5,3,0,0
"3462","symbB1.EST_k37c20_48025|m.88342",NA,"symbB1.EST_k37c20_48025 g.88342  ORF symbB1.EST_k37c20_48025 g.88342 symbB1.EST_k37c20_48025 m.88342 type:complete len:199 (-) symbB1.EST_k37c20_48025:199-795(-)",2.33333333333333,4.5,2.5,1.5,4.5,1.5,3,4,1.5,4,2.5,2.5,2,3.5,0.5,1,1.5,0,0,1.5,4,2.5,2.5
"3463","symbB1.EST_k37c20_48143|m.88480",NA,"symbB1.EST_k37c20_48143 g.88480  ORF symbB1.EST_k37c20_48143 g.88480 symbB1.EST_k37c20_48143 m.88480 type:5prime_partial len:266 (+) symbB1.EST_k37c20_48143:2-799(+)",0,0,0,0,0,0,0,0.5,0,1,0.5,0,0,0.5,0,0,0,0,0,0,1,0,0
"3464","symbB1.EST_k37c20_48387|m.88800",NA,"symbB1.EST_k37c20_48387 g.88800  ORF symbB1.EST_k37c20_48387 g.88800 symbB1.EST_k37c20_48387 m.88800 type:5prime_partial len:121 (+) symbB1.EST_k37c20_48387:1-363(+)",1.66666666666667,1.5,0,0,0,0,0,2.5,1,1.5,3.5,0,0,1.5,0,0,0,0.5,0,0.5,2,0,0
"3465","symbB1.EST_k37c20_4843|m.11541",NA,"symbB1.EST_k37c20_4843 g.11541  ORF symbB1.EST_k37c20_4843 g.11541 symbB1.EST_k37c20_4843 m.11541 type:3prime_partial len:942 (+) symbB1.EST_k37c20_4843:55-2877(+)",0,0,1.5,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0.5,0,0,0,0,0,0.5
"3466","symbB1.EST_k37c20_4845|m.11546",NA,"symbB1.EST_k37c20_4845 g.11546  ORF symbB1.EST_k37c20_4845 g.11546 symbB1.EST_k37c20_4845 m.11546 type:3prime_partial len:981 (+) symbB1.EST_k37c20_4845:105-3044(+)",5.33333333333333,4.5,2.5,1,5.5,1,1.5,8,7.5,11,10,1,0.5,6.5,5,0.5,2,5.5,2.5,6.5,5,0.5,0.5
"3467","symbB1.EST_k37c20_4866|m.11610",NA,"symbB1.EST_k37c20_4866 g.11610  ORF symbB1.EST_k37c20_4866 g.11610 symbB1.EST_k37c20_4866 m.11610 type:complete len:391 (-) symbB1.EST_k37c20_4866:177-1349(-)",4.33333333333333,5.5,6,4.5,3.5,3.5,3.5,5.5,3.5,5,4,3,5,3.5,3,3.5,3,1.5,2,2.5,4,2.5,3.5
"3468","symbB1.EST_k37c20_48819|m.89293",NA,"symbB1.EST_k37c20_48819 g.89293  ORF symbB1.EST_k37c20_48819 g.89293 symbB1.EST_k37c20_48819 m.89293 type:complete len:326 (+) symbB1.EST_k37c20_48819:72-1049(+)",0.666666666666667,0,1.5,0,1,0.5,0,1.5,1.5,2,0.5,0.5,1,0.5,0,0.5,1,1,1,1,1,1,0.5
"3469","symbB1.EST_k37c20_49214|m.89760",NA,"symbB1.EST_k37c20_49214 g.89760  ORF symbB1.EST_k37c20_49214 g.89760 symbB1.EST_k37c20_49214 m.89760 type:5prime_partial len:286 (+) symbB1.EST_k37c20_49214:3-860(+)",0,0,1.5,0,0,0.5,1,0,0,0,0,2,0.5,0,0,1,0.5,0,0,0,0,1,1
"3470","symbB1.EST_k37c20_49226|m.89774",NA,"symbB1.EST_k37c20_49226 g.89774  ORF symbB1.EST_k37c20_49226 g.89774 symbB1.EST_k37c20_49226 m.89774 type:5prime_partial len:737 (-) symbB1.EST_k37c20_49226:152-2362(-)",2.66666666666667,3.5,3,2.5,1,1,2,3.5,1.5,4,3,1.5,2.5,2,1.5,1.5,1.5,2.5,1.5,2,4,1.5,2
"3471","symbB1.EST_k37c20_49475|m.90046",NA,"symbB1.EST_k37c20_49475 g.90046  ORF symbB1.EST_k37c20_49475 g.90046 symbB1.EST_k37c20_49475 m.90046 type:5prime_partial len:299 (+) symbB1.EST_k37c20_49475:2-898(+)",0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,1,1,0,0,0,0,0,0
"3472","symbB1.EST_k37c20_4962|m.11852",NA,"symbB1.EST_k37c20_4962 g.11852  ORF symbB1.EST_k37c20_4962 g.11852 symbB1.EST_k37c20_4962 m.11852 type:5prime_partial len:526 (+) symbB1.EST_k37c20_4962:1-1578(+)",0,0,4.5,0,0,0.5,0,0,0,0,0,3,1,0,0,2.5,0.5,0,0,0,0,1,1.5
"3473","symbB1.EST_k37c20_4968|m.11868",NA,"symbB1.EST_k37c20_4968 g.11868  ORF symbB1.EST_k37c20_4968 g.11868 symbB1.EST_k37c20_4968 m.11868 type:internal len:360 (+) symbB1.EST_k37c20_4968:2-1078(+)",2.33333333333333,2.5,2,1.5,2.5,1.5,2,3.5,2.5,3,3.5,2.5,3,3,4,2,2,2.5,3.5,2.5,2,1,2
"3474","symbB1.EST_k37c20_49963|m.90541",NA,"symbB1.EST_k37c20_49963 g.90541  ORF symbB1.EST_k37c20_49963 g.90541 symbB1.EST_k37c20_49963 m.90541 type:internal len:148 (-) symbB1.EST_k37c20_49963:1-441(-)",0,0,19,0,0,20.5,22,0,0,0,0,19,15.5,0,0,21,12.5,0,0,0,0,18.5,16
"3475","symbB1.EST_k37c20_4999|m.11949",NA,"symbB1.EST_k37c20_4999 g.11949  ORF symbB1.EST_k37c20_4999 g.11949 symbB1.EST_k37c20_4999 m.11949 type:complete len:1189 (-) symbB1.EST_k37c20_4999:125-3691(-)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0
"3476","symbB1.EST_k37c20_50116|m.90698",NA,"symbB1.EST_k37c20_50116 g.90698  ORF symbB1.EST_k37c20_50116 g.90698 symbB1.EST_k37c20_50116 m.90698 type:5prime_partial len:105 (+) symbB1.EST_k37c20_50116:1-315(+)",0,0.5,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3477","symbB1.EST_k37c20_50388|m.90981",NA,"symbB1.EST_k37c20_50388 g.90981  ORF symbB1.EST_k37c20_50388 g.90981 symbB1.EST_k37c20_50388 m.90981 type:5prime_partial len:275 (-) symbB1.EST_k37c20_50388:131-955(-)",0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0.5
"3478","symbB1.EST_k37c20_50992|m.91577",NA,"symbB1.EST_k37c20_50992 g.91577  ORF symbB1.EST_k37c20_50992 g.91577 symbB1.EST_k37c20_50992 m.91577 type:internal len:667 (-) symbB1.EST_k37c20_50992:3-2000(-)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3479","symbB1.EST_k37c20_5116|m.12234",NA,"symbB1.EST_k37c20_5116 g.12234  ORF symbB1.EST_k37c20_5116 g.12234 symbB1.EST_k37c20_5116 m.12234 type:complete len:365 (-) symbB1.EST_k37c20_5116:140-1234(-)",1.33333333333333,2,0,0.5,0,0,0,1.5,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0
"3480","symbB1.EST_k37c20_51420|m.91961",NA,"symbB1.EST_k37c20_51420 g.91961  ORF symbB1.EST_k37c20_51420 g.91961 symbB1.EST_k37c20_51420 m.91961 type:complete len:492 (+) symbB1.EST_k37c20_51420:37-1512(+)",0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"3481","symbB1.EST_k37c20_51549|m.92078",NA,"symbB1.EST_k37c20_51549 g.92078  ORF symbB1.EST_k37c20_51549 g.92078 symbB1.EST_k37c20_51549 m.92078 type:5prime_partial len:253 (-) symbB1.EST_k37c20_51549:129-887(-)",0.333333333333333,0,0,0.5,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"3482","symbB1.EST_k37c20_521|m.1204",NA,"symbB1.EST_k37c20_521 g.1204  ORF symbB1.EST_k37c20_521 g.1204 symbB1.EST_k37c20_521 m.1204 type:5prime_partial len:664 (+) symbB1.EST_k37c20_521:2-1993(+)",1.66666666666667,1.5,1,0,0,0,0.5,2.5,0.5,4,1,1.5,1,1,0,0,0.5,0,0,1,2,0,1.5
"3483","symbB1.EST_k37c20_5213|m.12433",NA,"symbB1.EST_k37c20_5213 g.12433  ORF symbB1.EST_k37c20_5213 g.12433 symbB1.EST_k37c20_5213 m.12433 type:5prime_partial len:322 (-) symbB1.EST_k37c20_5213:62-1027(-)",6,7.5,4.5,6.5,2.5,3.5,5,9,6,8,7.5,4.5,3.5,7,4,2.5,2,5,2.5,6,6,4,3.5
"3484","symbB1.EST_k37c20_5221|m.12447",NA,"symbB1.EST_k37c20_5221 g.12447  ORF symbB1.EST_k37c20_5221 g.12447 symbB1.EST_k37c20_5221 m.12447 type:3prime_partial len:320 (+) symbB1.EST_k37c20_5221:89-1045(+)",7,10,0,8.5,6.5,0,0,8.5,8.5,9,5,0,0,5.5,2,0,0,3.5,5,8,10,0,0
"3485","symbB1.EST_k37c20_5269|m.12556",NA,"symbB1.EST_k37c20_5269 g.12556  ORF symbB1.EST_k37c20_5269 g.12556 symbB1.EST_k37c20_5269 m.12556 type:5prime_partial len:4620 (-) symbB1.EST_k37c20_5269:81-13940(-)",1.33333333333333,1,0,1,1.5,0,0,2,1,1,0.5,0,0,1.5,0.5,0,0,0.5,1.5,1.5,1,0,0
"3486","symbB1.EST_k37c20_52714|m.93022",NA,"symbB1.EST_k37c20_52714 g.93022  ORF symbB1.EST_k37c20_52714 g.93022 symbB1.EST_k37c20_52714 m.93022 type:complete len:816 (-) symbB1.EST_k37c20_52714:42-2489(-)",0,0,1,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0.5
"3487","symbB1.EST_k37c20_5312|m.12672",NA,"symbB1.EST_k37c20_5312 g.12672  ORF symbB1.EST_k37c20_5312 g.12672 symbB1.EST_k37c20_5312 m.12672 type:internal len:148 (+) symbB1.EST_k37c20_5312:1-441(+)",0.333333333333333,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0
"3488","symbB1.EST_k37c20_53296|m.93390",NA,"symbB1.EST_k37c20_53296 g.93390  ORF symbB1.EST_k37c20_53296 g.93390 symbB1.EST_k37c20_53296 m.93390 type:complete len:313 (+) symbB1.EST_k37c20_53296:1-939(+)",0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1.5,0,0,0,0,0,0,0
"3489","symbB1.EST_k37c20_53334|m.93410",NA,"symbB1.EST_k37c20_53334 g.93410  ORF symbB1.EST_k37c20_53334 g.93410 symbB1.EST_k37c20_53334 m.93410 type:complete len:318 (-) symbB1.EST_k37c20_53334:53-1006(-)",0,0,4,0,0,5.5,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,4,0
"3490","symbB1.EST_k37c20_534|m.1227",NA,"symbB1.EST_k37c20_534 g.1227  ORF symbB1.EST_k37c20_534 g.1227 symbB1.EST_k37c20_534 m.1227 type:5prime_partial len:498 (+) symbB1.EST_k37c20_534:3-1496(+)",0,0,0.5,0,0,1.5,0.5,0,0,0,0,1,0.5,0,0,2,0,0,0,0,0,0.5,0.5
"3491","symbB1.EST_k37c20_5493|m.13124",NA,"symbB1.EST_k37c20_5493 g.13124  ORF symbB1.EST_k37c20_5493 g.13124 symbB1.EST_k37c20_5493 m.13124 type:complete len:1426 (+) symbB1.EST_k37c20_5493:56-4333(+)",0,0,1,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0,0,0,0,1,0.5
"3492","symbB1.EST_k37c20_55653|m.94408",NA,"symbB1.EST_k37c20_55653 g.94408  ORF symbB1.EST_k37c20_55653 g.94408 symbB1.EST_k37c20_55653 m.94408 type:complete len:212 (+) symbB1.EST_k37c20_55653:111-746(+)",0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0
"3493","symbB1.EST_k37c20_55677|m.94421",NA,"symbB1.EST_k37c20_55677 g.94421  ORF symbB1.EST_k37c20_55677 g.94421 symbB1.EST_k37c20_55677 m.94421 type:internal len:131 (+) symbB1.EST_k37c20_55677:3-392(+)",1.66666666666667,1.5,0,0,0,0,0,1.5,0,1.5,0.5,0,0,1,0.5,0,0,0,0.5,2,0,0,0
"3494","symbB1.EST_k37c20_55680|m.94424",NA,"symbB1.EST_k37c20_55680 g.94424  ORF symbB1.EST_k37c20_55680 g.94424 symbB1.EST_k37c20_55680 m.94424 type:internal len:467 (+) symbB1.EST_k37c20_55680:1-1398(+)",0,0,0.5,0,0,0,1,0,0,0,0,0.5,1,0,0,1.5,0.5,0,0,0,0,0.5,1.5
"3495","symbB1.EST_k37c20_55830|m.94547",NA,"symbB1.EST_k37c20_55830 g.94547  ORF symbB1.EST_k37c20_55830 g.94547 symbB1.EST_k37c20_55830 m.94547 type:complete len:266 (+) symbB1.EST_k37c20_55830:74-871(+)",0.333333333333333,0.5,0,0,0,0,0,0.5,0,1.5,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0
"3496","symbB1.EST_k37c20_55947|m.94652",NA,"symbB1.EST_k37c20_55947 g.94652  ORF symbB1.EST_k37c20_55947 g.94652 symbB1.EST_k37c20_55947 m.94652 type:5prime_partial len:326 (-) symbB1.EST_k37c20_55947:230-1207(-)",0.333333333333333,0,0,1,0.5,0,0,0.5,0.5,0.5,1,0,0,0,0,0,0,0.5,0.5,0,0,0,0
"3497","symbB1.EST_k37c20_5636|m.13449",NA,"symbB1.EST_k37c20_5636 g.13449  ORF symbB1.EST_k37c20_5636 g.13449 symbB1.EST_k37c20_5636 m.13449 type:complete len:465 (-) symbB1.EST_k37c20_5636:296-1690(-)",0.666666666666667,0,0,1,0,0,0,1,0,1,0.5,0,0,0.5,0,0,0,0,0,0.5,1,0,0
"3498","symbB1.EST_k37c20_5642|m.13462",NA,"symbB1.EST_k37c20_5642 g.13462  ORF symbB1.EST_k37c20_5642 g.13462 symbB1.EST_k37c20_5642 m.13462 type:5prime_partial len:714 (+) symbB1.EST_k37c20_5642:1-2142(+)",0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5
"3499","symbB1.EST_k37c20_5661|m.13491",NA,"symbB1.EST_k37c20_5661 g.13491  ORF symbB1.EST_k37c20_5661 g.13491 symbB1.EST_k37c20_5661 m.13491 type:complete len:1272 (-) symbB1.EST_k37c20_5661:123-3938(-)",0,0,1,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0
"3500","symbB1.EST_k37c20_56818|m.95252",NA,"symbB1.EST_k37c20_56818 g.95252  ORF symbB1.EST_k37c20_56818 g.95252 symbB1.EST_k37c20_56818 m.95252 type:5prime_partial len:228 (-) symbB1.EST_k37c20_56818:44-727(-)",5.33333333333333,4.5,0,4.5,7.5,0,0,6.5,6.5,7,7,0,0,6,4.5,0,0,6,6,6,6,0,0
"3501","symbB1.EST_k37c20_57176|m.95446",NA,"symbB1.EST_k37c20_57176 g.95446  ORF symbB1.EST_k37c20_57176 g.95446 symbB1.EST_k37c20_57176 m.95446 type:5prime_partial len:360 (+) symbB1.EST_k37c20_57176:1-1080(+)",1.33333333333333,1.5,0,0,0,0,0,1.5,0.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0
"3502","symbB1.EST_k37c20_57449|m.95588",NA,"symbB1.EST_k37c20_57449 g.95588  ORF symbB1.EST_k37c20_57449 g.95588 symbB1.EST_k37c20_57449 m.95588 type:internal len:417 (+) symbB1.EST_k37c20_57449:1-1248(+)",0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0.5,0
"3503","symbB1.EST_k37c20_5771|m.13757",NA,"symbB1.EST_k37c20_5771 g.13757  ORF symbB1.EST_k37c20_5771 g.13757 symbB1.EST_k37c20_5771 m.13757 type:complete len:265 (-) symbB1.EST_k37c20_5771:52-846(-)",3,4,5.5,1.5,2.5,1.5,2.5,4,3,3,3,5,6,3,1,4,3.5,0.5,1,1.5,4,5,4.5
"3504","symbB1.EST_k37c20_5879|m.13998",NA,"symbB1.EST_k37c20_5879 g.13998  ORF symbB1.EST_k37c20_5879 g.13998 symbB1.EST_k37c20_5879 m.13998 type:5prime_partial len:1064 (-) symbB1.EST_k37c20_5879:161-3352(-)",0,0,0.5,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
"3505","symbB1.EST_k37c20_5895|m.14036",NA,"symbB1.EST_k37c20_5895 g.14036  ORF symbB1.EST_k37c20_5895 g.14036 symbB1.EST_k37c20_5895 m.14036 type:5prime_partial len:1749 (+) symbB1.EST_k37c20_5895:3-5249(+)",0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
"3506","symbB1.EST_k37c20_5933|m.14161",NA,"symbB1.EST_k37c20_5933 g.14161  ORF symbB1.EST_k37c20_5933 g.14161 symbB1.EST_k37c20_5933 m.14161 type:5prime_partial len:198 (+) symbB1.EST_k37c20_5933:3-596(+)",2,3.5,6.5,1,1,3,3,5,2,3.5,3,7.5,3.5,4.5,1,2.5,3,2,2.5,1,3,5,2.5
"3507","symbB1.EST_k37c20_59568|m.96245",NA,"symbB1.EST_k37c20_59568 g.96245  ORF symbB1.EST_k37c20_59568 g.96245 symbB1.EST_k37c20_59568 m.96245 type:5prime_partial len:208 (-) symbB1.EST_k37c20_59568:217-840(-)",2.33333333333333,3.5,0,2,2.5,0,0,4,2.5,3,5,0,0,2.5,2.5,0,0,1.5,1.5,2,2,0,0
"3508","symbB1.EST_k37c20_6001|m.14297",NA,"symbB1.EST_k37c20_6001 g.14297  ORF symbB1.EST_k37c20_6001 g.14297 symbB1.EST_k37c20_6001 m.14297 type:complete len:612 (-) symbB1.EST_k37c20_6001:137-1972(-)",0,1.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3509","symbB1.EST_k37c20_6038|m.14360",NA,"symbB1.EST_k37c20_6038 g.14360  ORF symbB1.EST_k37c20_6038 g.14360 symbB1.EST_k37c20_6038 m.14360 type:5prime_partial len:104 (-) symbB1.EST_k37c20_6038:17-328(-)",6.33333333333333,8,4.5,6.5,6,4.5,2,8,4.5,8.5,8,5,4,7.5,4.5,4,2,6.5,6,7,8,4.5,3
"3510","symbB1.EST_k37c20_6130|m.14576",NA,"symbB1.EST_k37c20_6130 g.14576  ORF symbB1.EST_k37c20_6130 g.14576 symbB1.EST_k37c20_6130 m.14576 type:complete len:559 (+) symbB1.EST_k37c20_6130:66-1742(+)",1,2,0.5,0.5,0,1,1,3,0.5,1.5,1.5,0,1.5,1,0,0.5,0.5,0.5,0,0.5,1,1.5,0.5
"3511","symbB1.EST_k37c20_6155|m.14644",NA,"symbB1.EST_k37c20_6155 g.14644  ORF symbB1.EST_k37c20_6155 g.14644 symbB1.EST_k37c20_6155 m.14644 type:complete len:880 (-) symbB1.EST_k37c20_6155:209-2848(-)",1,1.5,0,1,2,0,0,1,0,2,1,0,0,1.5,0.5,0,0,2,1,1,1,0,0
"3512","symbB1.EST_k37c20_6169|m.14671",NA,"symbB1.EST_k37c20_6169 g.14671  ORF symbB1.EST_k37c20_6169 g.14671 symbB1.EST_k37c20_6169 m.14671 type:complete len:436 (+) symbB1.EST_k37c20_6169:48-1355(+)",1.33333333333333,2,1,0,1,0.5,0,2,1.5,1,1,0,0.5,2,2,0.5,1,1,0.5,0.5,1,1,1.5
"3513","symbB1.EST_k37c20_622|m.1334",NA,"symbB1.EST_k37c20_622 g.1334  ORF symbB1.EST_k37c20_622 g.1334 symbB1.EST_k37c20_622 m.1334 type:complete len:503 (-) symbB1.EST_k37c20_622:101-1609(-)",2,1.5,2,1,2,0,3.5,1,0,2.5,1,1.5,3.5,0.5,0,0.5,3,0,0.5,2,0,2,2.5
"3514","symbB1.EST_k37c20_623|m.1338",NA,"symbB1.EST_k37c20_623 g.1338  ORF symbB1.EST_k37c20_623 g.1338 symbB1.EST_k37c20_623 m.1338 type:complete len:545 (-) symbB1.EST_k37c20_623:50-1684(-)",3,2.5,2.5,0.5,1.5,0,4,2,0,3,2,1.5,2,0.5,0,0.5,3.5,0,0.5,2,1,1,3.5
"3515","symbB1.EST_k37c20_6258|m.14822",NA,"symbB1.EST_k37c20_6258 g.14822  ORF symbB1.EST_k37c20_6258 g.14822 symbB1.EST_k37c20_6258 m.14822 type:5prime_partial len:332 (-) symbB1.EST_k37c20_6258:82-1077(-)",1.66666666666667,0.5,0.5,2,0,0.5,2,1,0,2.5,1.5,1,1.5,1.5,0,0.5,1,1,0,0,1,0.5,2
"3516","symbB1.EST_k37c20_6357|m.15092",NA,"symbB1.EST_k37c20_6357 g.15092  ORF symbB1.EST_k37c20_6357 g.15092 symbB1.EST_k37c20_6357 m.15092 type:5prime_partial len:2548 (-) symbB1.EST_k37c20_6357:176-7819(-)",0,0,0.5,0,0,0,0,0,0,0,0,1.5,0.5,0,0,0.5,0,0,0,0,0,0.5,0
"3517","symbB1.EST_k37c20_642|m.1388",NA,"symbB1.EST_k37c20_642 g.1388  ORF symbB1.EST_k37c20_642 g.1388 symbB1.EST_k37c20_642 m.1388 type:5prime_partial len:170 (+) symbB1.EST_k37c20_642:2-511(+)",3,3,1.5,0,2,0,0.5,6,2.5,5,4,1,0,4,3,0,0.5,1.5,1,5,3,1,0
"3518","symbB1.EST_k37c20_6450|m.15307",NA,"symbB1.EST_k37c20_6450 g.15307  ORF symbB1.EST_k37c20_6450 g.15307 symbB1.EST_k37c20_6450 m.15307 type:3prime_partial len:249 (+) symbB1.EST_k37c20_6450:88-831(+)",20.3333333333333,19,19.5,12,16,18,14.5,22.5,24,18.5,20.5,17,13,17.5,15,14.5,10.5,15.5,17,14.5,15,17,14
"3519","symbB1.EST_k37c20_6483|m.15382",NA,"symbB1.EST_k37c20_6483 g.15382  ORF symbB1.EST_k37c20_6483 g.15382 symbB1.EST_k37c20_6483 m.15382 type:3prime_partial len:1115 (-) symbB1.EST_k37c20_6483:2-3343(-)",0,0,0.5,0,0,0,0.5,0,0,0,0,0.5,2,0,0,1,0,0,0,0,0,0,0.5
"3520","symbB1.EST_k37c20_6507|m.15457",NA,"symbB1.EST_k37c20_6507 g.15457  ORF symbB1.EST_k37c20_6507 g.15457 symbB1.EST_k37c20_6507 m.15457 type:complete len:630 (+) symbB1.EST_k37c20_6507:456-2345(+)",1.33333333333333,3.5,5,1,1,3.5,4,4.5,1.5,5.5,3,6,3.5,2.5,0.5,1.5,3.5,2,1.5,3,3,2.5,4.5
"3521","symbB1.EST_k37c20_6575|m.15589",NA,"symbB1.EST_k37c20_6575 g.15589  ORF symbB1.EST_k37c20_6575 g.15589 symbB1.EST_k37c20_6575 m.15589 type:5prime_partial len:213 (-) symbB1.EST_k37c20_6575:64-702(-)",3,3.5,1.5,1.5,1.5,1.5,0.5,3.5,2.5,4,1,1,1.5,4,0,0.5,0.5,1.5,1.5,3,2,0.5,0.5
"3522","symbB1.EST_k37c20_6593|m.15621",NA,"symbB1.EST_k37c20_6593 g.15621  ORF symbB1.EST_k37c20_6593 g.15621 symbB1.EST_k37c20_6593 m.15621 type:5prime_partial len:461 (-) symbB1.EST_k37c20_6593:145-1527(-)",1.66666666666667,2.5,0,0,1,0,0,1.5,0,1.5,2,0,0,1.5,0.5,0,0,0,0,0.5,1,0,0
"3523","symbB1.EST_k37c20_660|m.1437",NA,"symbB1.EST_k37c20_660 g.1437  ORF symbB1.EST_k37c20_660 g.1437 symbB1.EST_k37c20_660 m.1437 type:5prime_partial len:241 (+) symbB1.EST_k37c20_660:1-723(+)",33.6666666666667,23.5,0,34.5,38,0,0,24.5,27,37.5,18.5,0,0,34,25,0,0,32.5,74,39,53,0,0
