Protein,Len,WS1,WS2,WS3,WO1,WO2,WO3,LogFldChng-K28-K30vsK31-K33,Zstat-K28-K30vsK31-K33,fdr-K28-K30vsK31-K33,FDRup-K28-K30vsK31-K33,FDRdown-K28-K30vsK31-K33,DEFLINE
symbB1.EST_k37c20_5896|m.14042,237,0,0,2,0,0,2,-0.435,-0.5775,0.551449,0.925401,0.983887,symbB1.EST_k37c20_5896 g.14042  ORF symbB1.EST_k37c20_5896 g.14042 symbB1.EST_k37c20_5896 m.14042 type:5prime_partial len:237 (-) symbB1.EST_k37c20_5896:207-917(-)
symbB1.EST_k37c20_59003|m.96069,174,0,0,0,0,0,0,-0.371,-0.407,0.55194,1,0.872847,symbB1.EST_k37c20_59003 g.96069  ORF symbB1.EST_k37c20_59003 g.96069 symbB1.EST_k37c20_59003 m.96069 type:internal len:175 (-) symbB1.EST_k37c20_59003:1-522(-)
symbB1.EST_k37c20_5933|m.14161,198,3,0,14,19,4,2,-0.052,-0.1696,0.843138,1,0.824567,symbB1.EST_k37c20_5933 g.14161  ORF symbB1.EST_k37c20_5933 g.14161 symbB1.EST_k37c20_5933 m.14161 type:5prime_partial len:198 (+) symbB1.EST_k37c20_5933:3-596(+)
symbB1.EST_k37c20_59477|m.96193,186,1,1,1,0,0,0,-0.329,-0.3712,0.571514,1,0.857744,symbB1.EST_k37c20_59477 g.96193  ORF symbB1.EST_k37c20_59477 g.96193 symbB1.EST_k37c20_59477 m.96193 type:5prime_partial len:186 (+) symbB1.EST_k37c20_59477:3-560(+)
symbB1.EST_k37c20_59500|m.96204,426,0,0,0,0,0,0,-0.462,-0.5351,0.537573,0.951564,0.950963,symbB1.EST_k37c20_59500 g.96204  ORF symbB1.EST_k37c20_59500 g.96204 symbB1.EST_k37c20_59500 m.96204 type:complete len:426 (-) symbB1.EST_k37c20_59500:105-1382(-)
symbB1.EST_k37c20_59520|m.96221,144,0,0,0,1,0,0,-0.466,-0.5084,0.533628,0.971859,0.930851,symbB1.EST_k37c20_59520 g.96221  ORF symbB1.EST_k37c20_59520 g.96221 symbB1.EST_k37c20_59520 m.96221 type:5prime_partial len:144 (-) symbB1.EST_k37c20_59520:114-545(-)
symbB1.EST_k37c20_6001|m.14297,612,0,0,1,0,0,0,-0.42,-0.5041,0.533336,0.974015,0.928928,symbB1.EST_k37c20_6001 g.14297  ORF symbB1.EST_k37c20_6001 g.14297 symbB1.EST_k37c20_6001 m.14297 type:complete len:612 (-) symbB1.EST_k37c20_6001:137-1972(-)
symbB1.EST_k37c20_6013|m.14309,210,0,0,0,0,0,0,-0.445,-0.4993,0.533118,0.978394,0.925135,symbB1.EST_k37c20_6013 g.14309  ORF symbB1.EST_k37c20_6013 g.14309 symbB1.EST_k37c20_6013 m.14309 type:5prime_partial len:210 (+) symbB1.EST_k37c20_6013:1-630(+)
symbB1.EST_k37c20_60358|m.96564,145,2,0,0,0,0,4,0.09,0.1372,1,1,0.870131,symbB1.EST_k37c20_60358 g.96564  ORF symbB1.EST_k37c20_60358 g.96564 symbB1.EST_k37c20_60358 m.96564 type:complete len:145 (-) symbB1.EST_k37c20_60358:68-502(-)
symbB1.EST_k37c20_6038|m.14360,104,0,1,14,8,7,3,-0.276,-0.7938,0.794807,0.863314,1,symbB1.EST_k37c20_6038 g.14360  ORF symbB1.EST_k37c20_6038 g.14360 symbB1.EST_k37c20_6038 m.14360 type:5prime_partial len:104 (-) symbB1.EST_k37c20_6038:17-328(-)
symbB1.EST_k37c20_61277|m.96767,274,0,0,1,0,0,0,-0.366,-0.397,0.556683,1,0.869089,symbB1.EST_k37c20_61277 g.96767  ORF symbB1.EST_k37c20_61277 g.96767 symbB1.EST_k37c20_61277 m.96767 type:5prime_partial len:274 (+) symbB1.EST_k37c20_61277:2-823(+)
symbB1.EST_k37c20_6130|m.14576,559,11,5,8,3,10,5,-0.659,-2.1126,0.97798,1,0.309255,symbB1.EST_k37c20_6130 g.14576  ORF symbB1.EST_k37c20_6130 g.14576 symbB1.EST_k37c20_6130 m.14576 type:complete len:559 (+) symbB1.EST_k37c20_6130:66-1742(+)
symbB1.EST_k37c20_61431|m.96824,372,0,0,0,0,1,1,-0.478,-0.53,0.536538,0.95544,0.946815,symbB1.EST_k37c20_61431 g.96824  ORF symbB1.EST_k37c20_61431 g.96824 symbB1.EST_k37c20_61431 m.96824 type:internal len:373 (+) symbB1.EST_k37c20_61431:2-1117(+)
symbB1.EST_k37c20_6155|m.14644,880,0,0,1,0,0,0,-0.421,-0.4608,0.535608,1,0.900533,symbB1.EST_k37c20_6155 g.14644  ORF symbB1.EST_k37c20_6155 g.14644 symbB1.EST_k37c20_6155 m.14644 type:complete len:880 (-) symbB1.EST_k37c20_6155:209-2848(-)
symbB1.EST_k37c20_6169|m.14671,436,0,0,5,1,0,0,-1.388,-1.803,1,0.994242,0.535153,symbB1.EST_k37c20_6169 g.14671  ORF symbB1.EST_k37c20_6169 g.14671 symbB1.EST_k37c20_6169 m.14671 type:complete len:436 (+) symbB1.EST_k37c20_6169:48-1355(+)
symbB1.EST_k37c20_622|m.1334,503,2,0,24,14,21,6,0.039,0.1497,1,1,0.872539,symbB1.EST_k37c20_622 g.1334  ORF symbB1.EST_k37c20_622 g.1334 symbB1.EST_k37c20_622 m.1334 type:complete len:503 (-) symbB1.EST_k37c20_622:101-1609(-)
symbB1.EST_k37c20_623|m.1338,545,10,1,15,7,19,6,-0.18,-0.6501,0.598346,0.891811,1,symbB1.EST_k37c20_623 g.1338  ORF symbB1.EST_k37c20_623 g.1338 symbB1.EST_k37c20_623 m.1338 type:complete len:545 (-) symbB1.EST_k37c20_623:50-1684(-)
symbB1.EST_k37c20_62431|m.97005,102,0,0,0,0,0,0,-0.452,-0.5084,0.533628,0.971859,0.930851,symbB1.EST_k37c20_62431 g.97005  ORF symbB1.EST_k37c20_62431 g.97005 symbB1.EST_k37c20_62431 m.97005 type:internal len:103 (+) symbB1.EST_k37c20_62431:3-308(+)
symbB1.EST_k37c20_62451|m.97009,105,0,0,0,0,0,0,-0.371,-0.4077,0.551625,1,0.874142,symbB1.EST_k37c20_62451 g.97009  ORF symbB1.EST_k37c20_62451 g.97009 symbB1.EST_k37c20_62451 m.97009 type:internal len:106 (+) symbB1.EST_k37c20_62451:1-315(+)
symbB1.EST_k37c20_6258|m.14822,332,0,0,6,1,1,0,-1.427,-2.0166,1,1,0.370943,symbB1.EST_k37c20_6258 g.14822  ORF symbB1.EST_k37c20_6258 g.14822 symbB1.EST_k37c20_6258 m.14822 type:5prime_partial len:332 (-) symbB1.EST_k37c20_6258:82-1077(-)
symbB1.EST_k37c20_627|m.1344,226,0,0,0,0,0,0,-0.416,-0.4546,0.536721,1,0.897306,symbB1.EST_k37c20_627 g.1344  ORF symbB1.EST_k37c20_627 g.1344 symbB1.EST_k37c20_627 m.1344 type:complete len:226 (-) symbB1.EST_k37c20_627:115-792(-)
symbB1.EST_k37c20_6334|m.15035,1242,0,0,0,0,0,0,-0.399,-0.4609,0.535591,1,0.900533,symbB1.EST_k37c20_6334 g.15035  ORF symbB1.EST_k37c20_6334 g.15035 symbB1.EST_k37c20_6334 m.15035 type:internal len:1243 (+) symbB1.EST_k37c20_6334:3-3728(+)
symbB1.EST_k37c20_6393|m.15160,332,0,0,0,0,0,0,-0.394,-0.4402,0.540067,1,0.889558,symbB1.EST_k37c20_6393 g.15160  ORF symbB1.EST_k37c20_6393 g.15160 symbB1.EST_k37c20_6393 m.15160 type:5prime_partial len:332 (-) symbB1.EST_k37c20_6393:283-1278(-)
symbB1.EST_k37c20_643|m.1391,203,0,0,0,0,0,0,-0.35,-0.4008,0.554818,1,0.870322,symbB1.EST_k37c20_643 g.1391  ORF symbB1.EST_k37c20_643 g.1391 symbB1.EST_k37c20_643 m.1391 type:internal len:204 (+) symbB1.EST_k37c20_643:2-610(+)
symbB1.EST_k37c20_6450|m.15307,248,8,9,64,50,21,22,-0.255,-1.6851,1,0.987082,0.639963,symbB1.EST_k37c20_6450 g.15307  ORF symbB1.EST_k37c20_6450 g.15307 symbB1.EST_k37c20_6450 m.15307 type:3prime_partial len:249 (+) symbB1.EST_k37c20_6450:88-831(+)
symbB1.EST_k37c20_6496|m.15428,192,0,0,0,0,4,2,0.563,0.7492,1,0.766321,0.966262,symbB1.EST_k37c20_6496 g.15428  ORF symbB1.EST_k37c20_6496 g.15428 symbB1.EST_k37c20_6496 m.15428 type:5prime_partial len:192 (-) symbB1.EST_k37c20_6496:175-750(-)
symbB1.EST_k37c20_6507|m.15457,630,9,6,30,25,13,8,-0.368,-1.7675,1,0.992361,0.566634,symbB1.EST_k37c20_6507 g.15457  ORF symbB1.EST_k37c20_6507 g.15457 symbB1.EST_k37c20_6507 m.15457 type:complete len:630 (+) symbB1.EST_k37c20_6507:456-2345(+)
symbB1.EST_k37c20_6575|m.15589,213,0,0,4,5,0,0,-0.256,-0.4485,0.538008,1,0.894152,symbB1.EST_k37c20_6575 g.15589  ORF symbB1.EST_k37c20_6575 g.15589 symbB1.EST_k37c20_6575 m.15589 type:5prime_partial len:213 (-) symbB1.EST_k37c20_6575:64-702(-)
symbB1.EST_k37c20_6576|m.15592,1563,0,0,0,0,0,1,-0.574,-0.6783,0.625199,0.882607,1,symbB1.EST_k37c20_6576 g.15592  ORF symbB1.EST_k37c20_6576 g.15592 symbB1.EST_k37c20_6576 m.15592 type:5prime_partial len:1563 (+) symbB1.EST_k37c20_6576:1-4689(+)
symbB1.EST_k37c20_6587|m.15610,695,0,0,0,0,0,0,-0.389,-0.4399,0.540148,1,0.889558,symbB1.EST_k37c20_6587 g.15610  ORF symbB1.EST_k37c20_6587 g.15610 symbB1.EST_k37c20_6587 m.15610 type:5prime_partial len:695 (+) symbB1.EST_k37c20_6587:2-2086(+)
symbB1.EST_k37c20_6593|m.15621,461,0,1,6,6,3,1,-0.191,-0.3867,0.562153,1,0.864331,symbB1.EST_k37c20_6593 g.15621  ORF symbB1.EST_k37c20_6593 g.15621 symbB1.EST_k37c20_6593 m.15621 type:5prime_partial len:461 (-) symbB1.EST_k37c20_6593:145-1527(-)
symbB1.EST_k37c20_660|m.1437,241,0,0,7,0,0,0,-1.588,-2.2043,0.846958,1,0.256339,symbB1.EST_k37c20_660 g.1437  ORF symbB1.EST_k37c20_660 g.1437 symbB1.EST_k37c20_660 m.1437 type:5prime_partial len:241 (+) symbB1.EST_k37c20_660:1-723(+)
symbB1.EST_k37c20_6636|m.15718,230,4,2,6,0,4,1,-1.123,-2.1558,0.914128,1,0.282764,symbB1.EST_k37c20_6636 g.15718  ORF symbB1.EST_k37c20_6636 g.15718 symbB1.EST_k37c20_6636 m.15718 type:3prime_partial len:231 (+) symbB1.EST_k37c20_6636:106-795(+)
symbB1.EST_k37c20_6637|m.15719,172,0,1,0,5,0,0,0.427,0.602,1,0.933769,0.951653,symbB1.EST_k37c20_6637 g.15719  ORF symbB1.EST_k37c20_6637 g.15719 symbB1.EST_k37c20_6637 m.15719 type:5prime_partial len:172 (+) symbB1.EST_k37c20_6637:3-518(+)
symbB1.EST_k37c20_6648|m.15757,234,0,2,0,0,0,0,-0.745,-0.8834,1,0.8645,1,symbB1.EST_k37c20_6648 g.15757  ORF symbB1.EST_k37c20_6648 g.15757 symbB1.EST_k37c20_6648 m.15757 type:5prime_partial len:234 (+) symbB1.EST_k37c20_6648:2-703(+)
symbB1.EST_k37c20_6648|m.15759,128,0,0,0,0,0,0,-0.459,-0.5176,0.534575,0.963467,0.938703,symbB1.EST_k37c20_6648 g.15759  ORF symbB1.EST_k37c20_6648 g.15759 symbB1.EST_k37c20_6648 m.15759 type:complete len:128 (+) symbB1.EST_k37c20_6648:726-1109(+)
symbB1.EST_k37c20_6688|m.15841,200,0,0,1,1,0,0,-0.429,-0.4854,0.533148,0.989737,0.915951,symbB1.EST_k37c20_6688 g.15841  ORF symbB1.EST_k37c20_6688 g.15841 symbB1.EST_k37c20_6688 m.15841 type:5prime_partial len:200 (+) symbB1.EST_k37c20_6688:2-601(+)
symbB1.EST_k37c20_6689|m.15842,200,0,0,1,1,0,0,-0.385,-0.4112,0.550111,1,0.875449,symbB1.EST_k37c20_6689 g.15842  ORF symbB1.EST_k37c20_6689 g.15842 symbB1.EST_k37c20_6689 m.15842 type:internal len:201 (+) symbB1.EST_k37c20_6689:2-601(+)
symbB1.EST_k37c20_6718|m.15903,478,0,0,3,0,0,0,-1.012,-1.264,1,0.93124,1,symbB1.EST_k37c20_6718 g.15903  ORF symbB1.EST_k37c20_6718 g.15903 symbB1.EST_k37c20_6718 m.15903 type:complete len:478 (-) symbB1.EST_k37c20_6718:298-1731(-)
symbB1.EST_k37c20_6738|m.15950,751,1,0,0,0,0,0,-0.421,-0.4746,0.533847,0.999215,0.90892,symbB1.EST_k37c20_6738 g.15950  ORF symbB1.EST_k37c20_6738 g.15950 symbB1.EST_k37c20_6738 m.15950 type:complete len:751 (+) symbB1.EST_k37c20_6738:74-2326(+)
symbB1.EST_k37c20_6753|m.15979,351,0,0,0,2,0,0,-0.094,-0.1223,0.956176,1,0.826526,symbB1.EST_k37c20_6753 g.15979  ORF symbB1.EST_k37c20_6753 g.15979 symbB1.EST_k37c20_6753 m.15979 type:5prime_partial len:351 (+) symbB1.EST_k37c20_6753:2-1054(+)
symbB1.EST_k37c20_679|m.1487,246,0,1,3,1,0,1,-0.976,-1.3222,1,0.941532,0.998197,symbB1.EST_k37c20_679 g.1487  ORF symbB1.EST_k37c20_679 g.1487 symbB1.EST_k37c20_679 m.1487 type:complete len:246 (+) symbB1.EST_k37c20_679:1228-1965(+)
symbB1.EST_k37c20_680|m.1491,353,0,0,8,1,0,1,-1.693,-2.4616,0.563243,0.995754,0.142076,symbB1.EST_k37c20_680 g.1491  ORF symbB1.EST_k37c20_680 g.1491 symbB1.EST_k37c20_680 m.1491 type:complete len:353 (+) symbB1.EST_k37c20_680:66-1124(+)
symbB1.EST_k37c20_6810|m.16084,662,0,0,0,0,0,2,-0.047,-0.0595,1,1,0.833298,symbB1.EST_k37c20_6810 g.16084  ORF symbB1.EST_k37c20_6810 g.16084 symbB1.EST_k37c20_6810 m.16084 type:5prime_partial len:662 (-) symbB1.EST_k37c20_6810:41-2026(-)
symbB1.EST_k37c20_6861|m.16206,405,0,0,0,0,0,0,-0.485,-0.57,0.548297,0.930224,0.977067,symbB1.EST_k37c20_6861 g.16206  ORF symbB1.EST_k37c20_6861 g.16206 symbB1.EST_k37c20_6861 m.16206 type:5prime_partial len:405 (-) symbB1.EST_k37c20_6861:120-1334(-)
symbB1.EST_k37c20_6866|m.16214,439,0,0,0,1,0,1,-0.338,-0.3906,0.560009,1,0.865491,symbB1.EST_k37c20_6866 g.16214  ORF symbB1.EST_k37c20_6866 g.16214 symbB1.EST_k37c20_6866 m.16214 type:5prime_partial len:439 (+) symbB1.EST_k37c20_6866:2-1318(+)
symbB1.EST_k37c20_6877|m.16239,324,0,0,0,2,0,0,-0.108,-0.133,0.928752,1,0.825805,symbB1.EST_k37c20_6877 g.16239  ORF symbB1.EST_k37c20_6877 g.16239 symbB1.EST_k37c20_6877 m.16239 type:5prime_partial len:324 (-) symbB1.EST_k37c20_6877:260-1231(-)
symbB1.EST_k37c20_6889|m.16267,300,0,0,4,3,0,0,-0.566,-0.9625,1,0.873351,1,symbB1.EST_k37c20_6889 g.16267  ORF symbB1.EST_k37c20_6889 g.16267 symbB1.EST_k37c20_6889 m.16267 type:5prime_partial len:300 (-) symbB1.EST_k37c20_6889:358-1257(-)
symbB1.EST_k37c20_6918|m.16335,609,0,0,1,2,0,0,-0.064,-0.0796,1,1,0.830483,symbB1.EST_k37c20_6918 g.16335  ORF symbB1.EST_k37c20_6918 g.16335 symbB1.EST_k37c20_6918 m.16335 type:5prime_partial len:609 (-) symbB1.EST_k37c20_6918:69-1895(-)
symbB1.EST_k37c20_6948|m.16415,304,0,0,0,0,0,0,-0.382,-0.4056,0.552571,1,0.87285,symbB1.EST_k37c20_6948 g.16415  ORF symbB1.EST_k37c20_6948 g.16415 symbB1.EST_k37c20_6948 m.16415 type:5prime_partial len:304 (-) symbB1.EST_k37c20_6948:195-1106(-)
symbB1.EST_k37c20_6952|m.16418,513,0,0,1,0,0,0,-0.419,-0.5239,0.535475,0.959408,0.942728,symbB1.EST_k37c20_6952 g.16418  ORF symbB1.EST_k37c20_6952 g.16418 symbB1.EST_k37c20_6952 m.16418 type:complete len:513 (+) symbB1.EST_k37c20_6952:82-1620(+)
symbB1.EST_k37c20_6962|m.16439,869,0,0,0,0,0,0,-0.373,-0.4128,0.549439,1,0.875447,symbB1.EST_k37c20_6962 g.16439  ORF symbB1.EST_k37c20_6962 g.16439 symbB1.EST_k37c20_6962 m.16439 type:complete len:869 (-) symbB1.EST_k37c20_6962:311-2917(-)
symbB1.EST_k37c20_6972|m.16460,195,1,0,1,0,0,0,-0.343,-0.4304,0.542958,1,0.885132,symbB1.EST_k37c20_6972 g.16460  ORF symbB1.EST_k37c20_6972 g.16460 symbB1.EST_k37c20_6972 m.16460 type:5prime_partial len:195 (-) symbB1.EST_k37c20_6972:114-698(-)
symbB1.EST_k37c20_7002|m.16520,790,0,0,0,3,0,0,0.184,0.2437,1,1,0.892826,symbB1.EST_k37c20_7002 g.16520  ORF symbB1.EST_k37c20_7002 g.16520 symbB1.EST_k37c20_7002 m.16520 type:complete len:790 (+) symbB1.EST_k37c20_7002:93-2462(+)
symbB1.EST_k37c20_7055|m.16619,191,0,0,0,0,0,0,-0.432,-0.49,0.53303,0.985132,0.919573,symbB1.EST_k37c20_7055 g.16619  ORF symbB1.EST_k37c20_7055 g.16619 symbB1.EST_k37c20_7055 m.16619 type:complete len:191 (+) symbB1.EST_k37c20_7055:174-746(+)
symbB1.EST_k37c20_7088|m.16689,1283,0,0,0,0,0,0,-0.483,-0.5844,0.554611,0.922293,0.988493,symbB1.EST_k37c20_7088 g.16689  ORF symbB1.EST_k37c20_7088 g.16689 symbB1.EST_k37c20_7088 m.16689 type:5prime_partial len:1283 (+) symbB1.EST_k37c20_7088:1-3849(+)
symbB1.EST_k37c20_7154|m.16857,620,0,0,1,0,0,0,-0.49,-0.5894,0.557072,0.91928,0.993143,symbB1.EST_k37c20_7154 g.16857  ORF symbB1.EST_k37c20_7154 g.16857 symbB1.EST_k37c20_7154 m.16857 type:complete len:620 (+) symbB1.EST_k37c20_7154:33-1892(+)
symbB1.EST_k37c20_7183|m.16913,688,1,0,3,7,0,0,0.231,0.4122,1,1,0.9248,symbB1.EST_k37c20_7183 g.16913  ORF symbB1.EST_k37c20_7183 g.16913 symbB1.EST_k37c20_7183 m.16913 type:complete len:688 (-) symbB1.EST_k37c20_7183:165-2228(-)
symbB1.EST_k37c20_7211|m.16986,331,0,0,0,0,0,0,-0.504,-0.567,0.547123,0.931878,0.974818,symbB1.EST_k37c20_7211 g.16986  ORF symbB1.EST_k37c20_7211 g.16986 symbB1.EST_k37c20_7211 m.16986 type:5prime_partial len:331 (+) symbB1.EST_k37c20_7211:1-993(+)
symbB1.EST_k37c20_7248|m.17052,228,0,0,0,0,0,0,-0.401,-0.4492,0.537848,1,0.894151,symbB1.EST_k37c20_7248 g.17052  ORF symbB1.EST_k37c20_7248 g.17052 symbB1.EST_k37c20_7248 m.17052 type:complete len:228 (-) symbB1.EST_k37c20_7248:85-768(-)
symbB1.EST_k37c20_745|m.1617,448,0,1,0,2,0,0,-0.096,-0.1221,0.9567,1,0.826526,symbB1.EST_k37c20_745 g.1617  ORF symbB1.EST_k37c20_745 g.1617 symbB1.EST_k37c20_745 m.1617 type:5prime_partial len:448 (+) symbB1.EST_k37c20_745:2-1345(+)
symbB1.EST_k37c20_7453|m.17508,942,0,0,3,1,0,0,-1.004,-1.2618,1,0.930707,1,symbB1.EST_k37c20_7453 g.17508  ORF symbB1.EST_k37c20_7453 g.17508 symbB1.EST_k37c20_7453 m.17508 type:complete len:942 (+) symbB1.EST_k37c20_7453:211-3036(+)
symbB1.EST_k37c20_7487|m.17566,260,0,0,0,0,0,0,-0.398,-0.504,0.53333,0.974015,0.928928,symbB1.EST_k37c20_7487 g.17566  ORF symbB1.EST_k37c20_7487 g.17566 symbB1.EST_k37c20_7487 m.17566 type:5prime_partial len:260 (-) symbB1.EST_k37c20_7487:162-941(-)
symbB1.EST_k37c20_7518|m.17649,648,1,3,6,0,0,1,-1.72,-2.4793,0.546785,0.995404,0.13619,symbB1.EST_k37c20_7518 g.17649  ORF symbB1.EST_k37c20_7518 g.17649 symbB1.EST_k37c20_7518 m.17649 type:3prime_partial len:649 (+) symbB1.EST_k37c20_7518:63-2006(+)
symbB1.EST_k37c20_753|m.1636,362,19,35,19,41,25,13,-0.314,-1.939,1,0.998897,0.427294,symbB1.EST_k37c20_753 g.1636  ORF symbB1.EST_k37c20_753 g.1636 symbB1.EST_k37c20_753 m.1636 type:5prime_partial len:362 (-) symbB1.EST_k37c20_753:44-1129(-)
symbB1.EST_k37c20_7570|m.17780,445,0,0,0,0,0,0,-0.464,-0.5584,0.544022,0.936974,0.968147,symbB1.EST_k37c20_7570 g.17780  ORF symbB1.EST_k37c20_7570 g.17780 symbB1.EST_k37c20_7570 m.17780 type:5prime_partial len:445 (-) symbB1.EST_k37c20_7570:215-1549(-)
symbB1.EST_k37c20_7666|m.17974,572,10,5,25,24,27,12,0.066,0.3437,1,1,0.912294,symbB1.EST_k37c20_7666 g.17974  ORF symbB1.EST_k37c20_7666 g.17974 symbB1.EST_k37c20_7666 m.17974 type:5prime_partial len:572 (+) symbB1.EST_k37c20_7666:1-1716(+)
symbB1.EST_k37c20_7679|m.18005,698,0,0,0,0,0,1,-0.405,-0.4943,0.533014,0.982863,0.92141,symbB1.EST_k37c20_7679 g.18005  ORF symbB1.EST_k37c20_7679 g.18005 symbB1.EST_k37c20_7679 m.18005 type:5prime_partial len:698 (+) symbB1.EST_k37c20_7679:1-2094(+)
symbB1.EST_k37c20_7709|m.18073,263,0,0,1,0,0,0,-0.345,-0.4087,0.551189,1,0.87414,symbB1.EST_k37c20_7709 g.18073  ORF symbB1.EST_k37c20_7709 g.18073 symbB1.EST_k37c20_7709 m.18073 type:5prime_partial len:263 (+) symbB1.EST_k37c20_7709:1-789(+)
symbB1.EST_k37c20_7836|m.18363,311,0,0,0,0,0,0,-0.457,-0.5157,0.534347,0.965531,0.936716,symbB1.EST_k37c20_7836 g.18363  ORF symbB1.EST_k37c20_7836 g.18363 symbB1.EST_k37c20_7836 m.18363 type:5prime_partial len:311 (+) symbB1.EST_k37c20_7836:1-933(+)
symbB1.EST_k37c20_7857|m.18402,236,3,1,1,0,0,0,-0.99,-1.2633,1,0.930707,1,symbB1.EST_k37c20_7857 g.18402  ORF symbB1.EST_k37c20_7857 g.18402 symbB1.EST_k37c20_7857 m.18402 type:complete len:236 (+) symbB1.EST_k37c20_7857:63-770(+)
symbB1.EST_k37c20_793|m.1768,228,0,0,0,0,0,0,-0.398,-0.435,0.541539,1,0.886587,symbB1.EST_k37c20_793 g.1768  ORF symbB1.EST_k37c20_793 g.1768 symbB1.EST_k37c20_793 m.1768 type:5prime_partial len:228 (-) symbB1.EST_k37c20_793:271-954(-)
symbB1.EST_k37c20_7975|m.18657,473,2,29,7,21,16,10,-0.174,-0.8103,0.827791,0.862622,1,symbB1.EST_k37c20_7975 g.18657  ORF symbB1.EST_k37c20_7975 g.18657 symbB1.EST_k37c20_7975 m.18657 type:5prime_partial len:473 (-) symbB1.EST_k37c20_7975:113-1531(-)
symbB1.EST_k37c20_8|m.17,394,0,0,0,0,0,0,-0.447,-0.5073,0.533547,0.97186,0.930851,symbB1.EST_k37c20_8 g.17  ORF symbB1.EST_k37c20_8 g.17 symbB1.EST_k37c20_8 m.17 type:5prime_partial len:394 (+) symbB1.EST_k37c20_8:2-1183(+)
symbB1.EST_k37c20_8064|m.18902,416,0,0,0,1,0,0,-0.414,-0.4859,0.533127,0.989737,0.915951,symbB1.EST_k37c20_8064 g.18902  ORF symbB1.EST_k37c20_8064 g.18902 symbB1.EST_k37c20_8064 m.18902 type:5prime_partial len:416 (+) symbB1.EST_k37c20_8064:2-1249(+)
symbB1.EST_k37c20_8089|m.18965,182,0,0,0,0,0,0,-0.377,-0.4265,0.544254,1,0.882271,symbB1.EST_k37c20_8089 g.18965  ORF symbB1.EST_k37c20_8089 g.18965 symbB1.EST_k37c20_8089 m.18965 type:complete len:182 (+) symbB1.EST_k37c20_8089:79-624(+)
symbB1.EST_k37c20_8095|m.18975,259,0,0,0,0,0,0,-0.424,-0.469,0.534445,1,0.905511,symbB1.EST_k37c20_8095 g.18975  ORF symbB1.EST_k37c20_8095 g.18975 symbB1.EST_k37c20_8095 m.18975 type:complete len:259 (+) symbB1.EST_k37c20_8095:110-886(+)
symbB1.EST_k37c20_8123|m.19033,316,0,0,0,0,0,0,-0.492,-0.5589,0.544189,0.936973,0.968147,symbB1.EST_k37c20_8123 g.19033  ORF symbB1.EST_k37c20_8123 g.19033 symbB1.EST_k37c20_8123 m.19033 type:5prime_partial len:316 (-) symbB1.EST_k37c20_8123:101-1048(-)
symbB1.EST_k37c20_8367|m.19566,218,0,0,0,0,0,0,-0.289,-0.3141,0.618532,1,0.840416,symbB1.EST_k37c20_8367 g.19566  ORF symbB1.EST_k37c20_8367 g.19566 symbB1.EST_k37c20_8367 m.19566 type:5prime_partial len:218 (-) symbB1.EST_k37c20_8367:177-830(-)
symbB1.EST_k37c20_8373|m.19579,378,0,0,4,0,1,1,-1.173,-1.6225,1,0.981994,0.698105,symbB1.EST_k37c20_8373 g.19579  ORF symbB1.EST_k37c20_8373 g.19579 symbB1.EST_k37c20_8373 m.19579 type:complete len:378 (-) symbB1.EST_k37c20_8373:71-1204(-)
symbB1.EST_k37c20_8381|m.19595,230,2,2,3,1,2,1,-1.011,-1.4886,1,0.967293,0.830435,symbB1.EST_k37c20_8381 g.19595  ORF symbB1.EST_k37c20_8381 g.19595 symbB1.EST_k37c20_8381 m.19595 type:5prime_partial len:230 (+) symbB1.EST_k37c20_8381:3-692(+)
symbB1.EST_k37c20_8481|m.19796,336,0,0,0,0,0,0,-0.41,-0.4528,0.537078,1,0.897308,symbB1.EST_k37c20_8481 g.19796  ORF symbB1.EST_k37c20_8481 g.19796 symbB1.EST_k37c20_8481 m.19796 type:internal len:337 (-) symbB1.EST_k37c20_8481:1-1008(-)
symbB1.EST_k37c20_8647|m.20169,525,0,0,0,0,0,0,-0.439,-0.4813,0.533344,0.992072,0.914167,symbB1.EST_k37c20_8647 g.20169  ORF symbB1.EST_k37c20_8647 g.20169 symbB1.EST_k37c20_8647 m.20169 type:complete len:525 (-) symbB1.EST_k37c20_8647:112-1686(-)
symbB1.EST_k37c20_8675|m.20239,134,0,0,1,0,0,0,-0.411,-0.467,0.534697,1,0.905512,symbB1.EST_k37c20_8675 g.20239  ORF symbB1.EST_k37c20_8675 g.20239 symbB1.EST_k37c20_8675 m.20239 type:5prime_partial len:134 (+) symbB1.EST_k37c20_8675:1-402(+)
symbB1.EST_k37c20_8698|m.20269,137,3,3,4,3,4,2,-0.47,-0.9945,1,0.878647,1,symbB1.EST_k37c20_8698 g.20269  ORF symbB1.EST_k37c20_8698 g.20269 symbB1.EST_k37c20_8698 m.20269 type:complete len:137 (+) symbB1.EST_k37c20_8698:84-494(+)
symbB1.EST_k37c20_877|m.1991,589,0,0,1,0,0,0,-0.49,-0.5751,0.550407,0.926986,0.981602,symbB1.EST_k37c20_877 g.1991  ORF symbB1.EST_k37c20_877 g.1991 symbB1.EST_k37c20_877 m.1991 type:complete len:589 (-) symbB1.EST_k37c20_877:27-1793(-)
