Protein,Len,HS1,HS2,HS3,HD1,HD2,HD3,LogFldChng-K34-K36vsK37-K39,Zstat-K34-K36vsK37-K39,fdr-K34-K36vsK37-K39,FDRup-K34-K36vsK37-K39,FDRdown-K34-K36vsK37-K39,DEFLINE
symbB1.EST_k37c20_4268|m.10169,2019,0,0,1,0,0,0,0.003,0.0035,0.537653,1,0.918302,symbB1.EST_k37c20_4268 g.10169  ORF symbB1.EST_k37c20_4268 g.10169 symbB1.EST_k37c20_4268 m.10169 type:complete len:2019 (+) symbB1.EST_k37c20_4268:125-6181(+)
symbB1.EST_k37c20_42696|m.83648,188,0,0,0,0,0,0,-0.088,-0.1004,0.530436,0.918155,0.993359,symbB1.EST_k37c20_42696 g.83648  ORF symbB1.EST_k37c20_42696 g.83648 symbB1.EST_k37c20_42696 m.83648 type:5prime_partial len:188 (-) symbB1.EST_k37c20_42696:61-624(-)
symbB1.EST_k37c20_4294|m.10241,223,0,0,0,0,0,0,0.038,0.0435,0.55583,1,0.898766,symbB1.EST_k37c20_4294 g.10241  ORF symbB1.EST_k37c20_4294 g.10241 symbB1.EST_k37c20_4294 m.10241 type:complete len:223 (-) symbB1.EST_k37c20_4294:77-745(-)
symbB1.EST_k37c20_4301|m.10263,578,0,0,0,2,3,1,0.669,0.8864,1,0.920259,0.956854,symbB1.EST_k37c20_4301 g.10263  ORF symbB1.EST_k37c20_4301 g.10263 symbB1.EST_k37c20_4301 m.10263 type:complete len:578 (+) symbB1.EST_k37c20_4301:119-1852(+)
symbB1.EST_k37c20_4307|m.10277,175,0,0,0,0,0,0,-0.078,-0.0914,0.528841,0.925025,0.984849,symbB1.EST_k37c20_4307 g.10277  ORF symbB1.EST_k37c20_4307 g.10277 symbB1.EST_k37c20_4307 m.10277 type:5prime_partial len:175 (-) symbB1.EST_k37c20_4307:185-709(-)
symbB1.EST_k37c20_43080|m.84062,431,142,11,1,16,3,8,-1.771,-8.883,0,0.954063,0,symbB1.EST_k37c20_43080 g.84062  ORF symbB1.EST_k37c20_43080 g.84062 symbB1.EST_k37c20_43080 m.84062 type:3prime_partial len:432 (+) symbB1.EST_k37c20_43080:39-1331(+)
symbB1.EST_k37c20_4340|m.10357,1335,0,0,0,0,0,0,-0.035,-0.0374,0.52809,0.966536,0.943892,symbB1.EST_k37c20_4340 g.10357  ORF symbB1.EST_k37c20_4340 g.10357 symbB1.EST_k37c20_4340 m.10357 type:complete len:1335 (+) symbB1.EST_k37c20_4340:37-4041(+)
symbB1.EST_k37c20_441|m.993,1378,2,0,5,8,0,2,0.302,0.6166,1,1,0.90575,symbB1.EST_k37c20_441 g.993  ORF symbB1.EST_k37c20_441 g.993 symbB1.EST_k37c20_441 m.993 type:complete len:1378 (+) symbB1.EST_k37c20_441:83-4216(+)
symbB1.EST_k37c20_4454|m.10626,401,0,2,0,2,0,0,0.012,0.0148,0.541884,1,0.912604,symbB1.EST_k37c20_4454 g.10626  ORF symbB1.EST_k37c20_4454 g.10626 symbB1.EST_k37c20_4454 m.10626 type:5prime_partial len:401 (-) symbB1.EST_k37c20_4454:122-1324(-)
symbB1.EST_k37c20_4455|m.10629,100,0,0,0,0,0,0,0.076,0.0862,0.585638,1,0.880374,symbB1.EST_k37c20_4455 g.10629  ORF symbB1.EST_k37c20_4455 g.10629 symbB1.EST_k37c20_4455 m.10629 type:complete len:100 (-) symbB1.EST_k37c20_4455:94-393(-)
symbB1.EST_k37c20_44640|m.85640,714,0,0,0,0,0,0,-0.062,-0.0684,0.526674,0.942189,0.965992,symbB1.EST_k37c20_44640 g.85640  ORF symbB1.EST_k37c20_44640 g.85640 symbB1.EST_k37c20_44640 m.85640 type:complete len:714 (+) symbB1.EST_k37c20_44640:63-2204(+)
symbB1.EST_k37c20_4474|m.10664,1268,0,2,1,0,8,0,1.019,1.6775,0.847554,0.225564,0.99999,symbB1.EST_k37c20_4474 g.10664  ORF symbB1.EST_k37c20_4474 g.10664 symbB1.EST_k37c20_4474 m.10664 type:5prime_partial len:1268 (+) symbB1.EST_k37c20_4474:3-3806(+)
symbB1.EST_k37c20_44997|m.85943,208,0,0,0,0,0,0,-0.132,-0.1491,0.546487,0.889937,1,symbB1.EST_k37c20_44997 g.85943  ORF symbB1.EST_k37c20_44997 g.85943 symbB1.EST_k37c20_44997 m.85943 type:5prime_partial len:208 (+) symbB1.EST_k37c20_44997:2-625(+)
symbB1.EST_k37c20_4529|m.10833,454,0,0,0,0,0,0,-0.112,-0.1227,0.536205,0.905283,1,symbB1.EST_k37c20_4529 g.10833  ORF symbB1.EST_k37c20_4529 g.10833 symbB1.EST_k37c20_4529 m.10833 type:complete len:454 (+) symbB1.EST_k37c20_4529:89-1450(+)
symbB1.EST_k37c20_453|m.1019,1177,0,0,0,0,0,0,0.003,0.0037,0.537723,1,0.918302,symbB1.EST_k37c20_453 g.1019  ORF symbB1.EST_k37c20_453 g.1019 symbB1.EST_k37c20_453 m.1019 type:complete len:1177 (-) symbB1.EST_k37c20_453:3129-6659(-)
symbB1.EST_k37c20_453|m.1020,985,0,0,0,0,0,0,-0.141,-0.166,0.555081,0.881383,1,symbB1.EST_k37c20_453 g.1020  ORF symbB1.EST_k37c20_453 g.1020 symbB1.EST_k37c20_453 m.1020 type:complete len:985 (-) symbB1.EST_k37c20_453:350-3304(-)
symbB1.EST_k37c20_4530|m.10835,1086,1,3,1,0,16,0,1.345,2.6906,0.083666,0.00935,0.983054,symbB1.EST_k37c20_4530 g.10835  ORF symbB1.EST_k37c20_4530 g.10835 symbB1.EST_k37c20_4530 m.10835 type:complete len:1086 (-) symbB1.EST_k37c20_4530:193-3450(-)
symbB1.EST_k37c20_45462|m.86368,713,0,0,0,2,0,0,0.236,0.2998,0.948039,1,0.851982,symbB1.EST_k37c20_45462 g.86368  ORF symbB1.EST_k37c20_45462 g.86368 symbB1.EST_k37c20_45462 m.86368 type:complete len:713 (-) symbB1.EST_k37c20_45462:87-2225(-)
symbB1.EST_k37c20_45473|m.86381,129,0,0,0,0,0,0,-0.052,-0.0599,0.526575,0.947381,0.960869,symbB1.EST_k37c20_45473 g.86381  ORF symbB1.EST_k37c20_45473 g.86381 symbB1.EST_k37c20_45473 m.86381 type:internal len:130 (-) symbB1.EST_k37c20_45473:1-387(-)
symbB1.EST_k37c20_4560|m.10902,412,0,0,0,1,0,0,-0.024,-0.027,0.529684,0.975203,0.937076,symbB1.EST_k37c20_4560 g.10902  ORF symbB1.EST_k37c20_4560 g.10902 symbB1.EST_k37c20_4560 m.10902 type:5prime_partial len:412 (+) symbB1.EST_k37c20_4560:2-1237(+)
symbB1.EST_k37c20_4585|m.10961,135,13,15,4,16,21,10,0.394,1.6316,0.917768,0.25104,1,symbB1.EST_k37c20_4585 g.10961  ORF symbB1.EST_k37c20_4585 g.10961 symbB1.EST_k37c20_4585 m.10961 type:complete len:135 (-) symbB1.EST_k37c20_4585:62-466(-)
symbB1.EST_k37c20_46440|m.87105,143,0,0,0,0,0,0,0.032,0.0373,0.552419,1,0.900383,symbB1.EST_k37c20_46440 g.87105  ORF symbB1.EST_k37c20_46440 g.87105 symbB1.EST_k37c20_46440 m.87105 type:3prime_partial len:144 (+) symbB1.EST_k37c20_46440:158-586(+)
symbB1.EST_k37c20_46825|m.87337,173,0,0,0,0,0,0,-0.115,-0.1344,0.5403,0.897356,1,symbB1.EST_k37c20_46825 g.87337  ORF symbB1.EST_k37c20_46825 g.87337 symbB1.EST_k37c20_46825 m.87337 type:5prime_partial len:173 (+) symbB1.EST_k37c20_46825:2-520(+)
symbB1.EST_k37c20_469|m.1095,2136,0,1,0,0,1,0,-0.098,-0.1128,0.533318,0.909447,1,symbB1.EST_k37c20_469 g.1095  ORF symbB1.EST_k37c20_469 g.1095 symbB1.EST_k37c20_469 m.1095 type:complete len:2136 (+) symbB1.EST_k37c20_469:78-6485(+)
symbB1.EST_k37c20_46994|m.87424,146,0,0,0,0,0,0,-0.051,-0.0562,0.526644,0.950024,0.958353,symbB1.EST_k37c20_46994 g.87424  ORF symbB1.EST_k37c20_46994 g.87424 symbB1.EST_k37c20_46994 m.87424 type:complete len:146 (-) symbB1.EST_k37c20_46994:325-762(-)
symbB1.EST_k37c20_47047|m.87468,188,0,0,0,0,0,0,-0.043,-0.0504,0.526895,0.955404,0.95341,symbB1.EST_k37c20_47047 g.87468  ORF symbB1.EST_k37c20_47047 g.87468 symbB1.EST_k37c20_47047 m.87468 type:internal len:189 (+) symbB1.EST_k37c20_47047:1-564(+)
symbB1.EST_k37c20_47102|m.87502,841,0,0,0,0,0,0,-0.141,-0.1541,0.548862,0.886424,1,symbB1.EST_k37c20_47102 g.87502  ORF symbB1.EST_k37c20_47102 g.87502 symbB1.EST_k37c20_47102 m.87502 type:complete len:841 (+) symbB1.EST_k37c20_47102:56-2578(+)
symbB1.EST_k37c20_47206|m.87566,331,0,0,0,1,0,0,-0.042,-0.0475,0.527084,0.958141,0.950985,symbB1.EST_k37c20_47206 g.87566  ORF symbB1.EST_k37c20_47206 g.87566 symbB1.EST_k37c20_47206 m.87566 type:5prime_partial len:331 (+) symbB1.EST_k37c20_47206:3-995(+)
symbB1.EST_k37c20_47208|m.87569,118,0,0,0,0,0,0,-0.066,-0.0762,0.527107,0.934641,0.973898,symbB1.EST_k37c20_47208 g.87569  ORF symbB1.EST_k37c20_47208 g.87569 symbB1.EST_k37c20_47208 m.87569 type:5prime_partial len:118 (-) symbB1.EST_k37c20_47208:102-455(-)
symbB1.EST_k37c20_4729|m.11286,1527,0,0,0,0,0,0,-0.108,-0.1267,0.537523,0.901258,1,symbB1.EST_k37c20_4729 g.11286  ORF symbB1.EST_k37c20_4729 g.11286 symbB1.EST_k37c20_4729 m.11286 type:5prime_partial len:1527 (-) symbB1.EST_k37c20_4729:40-4620(-)
symbB1.EST_k37c20_47335|m.87632,209,4,0,0,6,9,0,1.001,2.0738,0.407701,0.081317,0.993491,symbB1.EST_k37c20_47335 g.87632  ORF symbB1.EST_k37c20_47335 g.87632 symbB1.EST_k37c20_47335 m.87632 type:complete len:209 (+) symbB1.EST_k37c20_47335:96-722(+)
symbB1.EST_k37c20_475|m.1111,752,0,0,0,0,0,0,-0.169,-0.1865,0.567697,0.872152,1,symbB1.EST_k37c20_475 g.1111  ORF symbB1.EST_k37c20_475 g.1111 symbB1.EST_k37c20_475 m.1111 type:5prime_partial len:752 (-) symbB1.EST_k37c20_475:62-2317(-)
symbB1.EST_k37c20_47631|m.87845,639,0,5,0,3,0,0,-0.384,-0.5897,1,0.858399,1,symbB1.EST_k37c20_47631 g.87845  ORF symbB1.EST_k37c20_47631 g.87845 symbB1.EST_k37c20_47631 m.87845 type:5prime_partial len:639 (-) symbB1.EST_k37c20_47631:102-2018(-)
symbB1.EST_k37c20_47633|m.87846,268,0,0,0,0,0,0,-0.094,-0.1071,0.531896,0.913736,0.99917,symbB1.EST_k37c20_47633 g.87846  ORF symbB1.EST_k37c20_47633 g.87846 symbB1.EST_k37c20_47633 m.87846 type:5prime_partial len:268 (+) symbB1.EST_k37c20_47633:2-805(+)
symbB1.EST_k37c20_47646|m.87855,135,0,2,0,2,2,1,0.159,0.229,0.781131,1,0.851936,symbB1.EST_k37c20_47646 g.87855  ORF symbB1.EST_k37c20_47646 g.87855 symbB1.EST_k37c20_47646 m.87855 type:internal len:136 (+) symbB1.EST_k37c20_47646:2-406(+)
symbB1.EST_k37c20_47658|m.87865,140,0,0,0,0,0,0,0.034,0.0365,0.551994,1,0.902042,symbB1.EST_k37c20_47658 g.87865  ORF symbB1.EST_k37c20_47658 g.87865 symbB1.EST_k37c20_47658 m.87865 type:internal len:141 (+) symbB1.EST_k37c20_47658:3-422(+)
symbB1.EST_k37c20_47739|m.87984,210,0,0,0,0,0,0,-0.09,-0.1013,0.530617,0.918154,0.99336,symbB1.EST_k37c20_47739 g.87984  ORF symbB1.EST_k37c20_47739 g.87984 symbB1.EST_k37c20_47739 m.87984 type:5prime_partial len:210 (+) symbB1.EST_k37c20_47739:2-631(+)
symbB1.EST_k37c20_4774|m.11339,320,0,0,0,0,0,0,-0.084,-0.0941,0.529277,0.922703,0.987658,symbB1.EST_k37c20_4774 g.11339  ORF symbB1.EST_k37c20_4774 g.11339 symbB1.EST_k37c20_4774 m.11339 type:complete len:320 (+) symbB1.EST_k37c20_4774:389-1348(+)
symbB1.EST_k37c20_47794|m.88048,352,0,0,0,0,0,0,-0.017,-0.0196,0.531166,0.981128,0.932687,symbB1.EST_k37c20_47794 g.88048  ORF symbB1.EST_k37c20_47794 g.88048 symbB1.EST_k37c20_47794 m.88048 type:5prime_partial len:352 (-) symbB1.EST_k37c20_47794:182-1237(-)
symbB1.EST_k37c20_47841|m.88117,513,0,0,0,0,0,0,-0.08,-0.0912,0.528811,0.925026,0.984849,symbB1.EST_k37c20_47841 g.88117  ORF symbB1.EST_k37c20_47841 g.88117 symbB1.EST_k37c20_47841 m.88117 type:5prime_partial len:513 (-) symbB1.EST_k37c20_47841:178-1716(-)
symbB1.EST_k37c20_47961|m.88268,167,0,0,0,0,0,0,-0.157,-0.1805,0.563746,0.875102,1,symbB1.EST_k37c20_47961 g.88268  ORF symbB1.EST_k37c20_47961 g.88268 symbB1.EST_k37c20_47961 m.88268 type:complete len:167 (-) symbB1.EST_k37c20_47961:96-596(-)
symbB1.EST_k37c20_48001|m.88307,156,0,0,1,0,0,0,0.007,0.0071,0.538925,1,0.916371,symbB1.EST_k37c20_48001 g.88307  ORF symbB1.EST_k37c20_48001 g.88307 symbB1.EST_k37c20_48001 m.88307 type:5prime_partial len:156 (+) symbB1.EST_k37c20_48001:2-469(+)
symbB1.EST_k37c20_48025|m.88342,199,0,0,0,0,0,0,-0.127,-0.1494,0.546624,0.889936,1,symbB1.EST_k37c20_48025 g.88342  ORF symbB1.EST_k37c20_48025 g.88342 symbB1.EST_k37c20_48025 m.88342 type:complete len:199 (-) symbB1.EST_k37c20_48025:199-795(-)
symbB1.EST_k37c20_48112|m.88444,146,0,0,0,0,0,0,-0.021,-0.0247,0.530111,0.9752,0.937078,symbB1.EST_k37c20_48112 g.88444  ORF symbB1.EST_k37c20_48112 g.88444 symbB1.EST_k37c20_48112 m.88444 type:5prime_partial len:146 (+) symbB1.EST_k37c20_48112:3-440(+)
symbB1.EST_k37c20_48199|m.88569,218,0,0,0,0,0,0,0.023,0.026,0.546769,1,0.907186,symbB1.EST_k37c20_48199 g.88569  ORF symbB1.EST_k37c20_48199 g.88569 symbB1.EST_k37c20_48199 m.88569 type:complete len:218 (-) symbB1.EST_k37c20_48199:126-779(-)
symbB1.EST_k37c20_48254|m.88632,187,0,1,0,0,0,0,-0.075,-0.0869,0.528205,0.927382,0.982068,symbB1.EST_k37c20_48254 g.88632  ORF symbB1.EST_k37c20_48254 g.88632 symbB1.EST_k37c20_48254 m.88632 type:complete len:187 (-) symbB1.EST_k37c20_48254:97-657(-)
symbB1.EST_k37c20_48331|m.88717,252,0,0,0,0,0,0,-0.093,-0.104,0.531191,0.915929,0.996251,symbB1.EST_k37c20_48331 g.88717  ORF symbB1.EST_k37c20_48331 g.88717 symbB1.EST_k37c20_48331 m.88717 type:complete len:252 (+) symbB1.EST_k37c20_48331:80-835(+)
symbB1.EST_k37c20_48363|m.88764,380,0,0,0,0,0,0,0.074,0.0773,0.578485,1,0.884181,symbB1.EST_k37c20_48363 g.88764  ORF symbB1.EST_k37c20_48363 g.88764 symbB1.EST_k37c20_48363 m.88764 type:5prime_partial len:380 (-) symbB1.EST_k37c20_48363:216-1355(-)
symbB1.EST_k37c20_48383|m.88794,162,0,0,1,0,0,0,-0.042,-0.0529,0.526766,0.952698,0.955867,symbB1.EST_k37c20_48383 g.88794  ORF symbB1.EST_k37c20_48383 g.88794 symbB1.EST_k37c20_48383 m.88794 type:5prime_partial len:162 (-) symbB1.EST_k37c20_48383:95-580(-)
symbB1.EST_k37c20_48387|m.88800,121,0,0,0,0,0,0,-0.051,-0.0601,0.526573,0.947381,0.960869,symbB1.EST_k37c20_48387 g.88800  ORF symbB1.EST_k37c20_48387 g.88800 symbB1.EST_k37c20_48387 m.88800 type:5prime_partial len:121 (+) symbB1.EST_k37c20_48387:1-363(+)
symbB1.EST_k37c20_4845|m.11546,980,1,3,2,3,1,2,-0.007,-0.0114,0.53314,0.987167,0.928424,symbB1.EST_k37c20_4845 g.11546  ORF symbB1.EST_k37c20_4845 g.11546 symbB1.EST_k37c20_4845 m.11546 type:3prime_partial len:981 (+) symbB1.EST_k37c20_4845:105-3044(+)
symbB1.EST_k37c20_48494|m.88923,504,0,0,0,0,0,0,-0.006,-0.0069,0.534375,0.993326,0.92428,symbB1.EST_k37c20_48494 g.88923  ORF symbB1.EST_k37c20_48494 g.88923 symbB1.EST_k37c20_48494 m.88923 type:5prime_partial len:504 (+) symbB1.EST_k37c20_48494:2-1513(+)
symbB1.EST_k37c20_48537|m.88971,130,0,0,0,0,0,0,-0.035,-0.0363,0.528236,0.966535,0.943892,symbB1.EST_k37c20_48537 g.88971  ORF symbB1.EST_k37c20_48537 g.88971 symbB1.EST_k37c20_48537 m.88971 type:3prime_partial len:131 (+) symbB1.EST_k37c20_48537:80-469(+)
symbB1.EST_k37c20_4858|m.11588,126,0,0,0,0,0,0,-0.151,-0.1786,0.562547,0.875108,1,symbB1.EST_k37c20_4858 g.11588  ORF symbB1.EST_k37c20_4858 g.11588 symbB1.EST_k37c20_4858 m.11588 type:complete len:126 (+) symbB1.EST_k37c20_4858:106-483(+)
symbB1.EST_k37c20_4867|m.11612,401,2,22,18,14,5,1,-0.741,-2.4869,0.213312,0.983126,0.050239,symbB1.EST_k37c20_4867 g.11612  ORF symbB1.EST_k37c20_4867 g.11612 symbB1.EST_k37c20_4867 m.11612 type:complete len:401 (-) symbB1.EST_k37c20_4867:125-1327(-)
symbB1.EST_k37c20_48730|m.89191,365,0,0,0,0,0,1,-0.048,-0.0546,0.52669,0.952699,0.955866,symbB1.EST_k37c20_48730 g.89191  ORF symbB1.EST_k37c20_48730 g.89191 symbB1.EST_k37c20_48730 m.89191 type:5prime_partial len:365 (+) symbB1.EST_k37c20_48730:2-1096(+)
symbB1.EST_k37c20_48739|m.89204,126,0,0,0,0,0,0,-0.087,-0.1,0.530355,0.918155,0.993358,symbB1.EST_k37c20_48739 g.89204  ORF symbB1.EST_k37c20_48739 g.89204 symbB1.EST_k37c20_48739 m.89204 type:internal len:127 (-) symbB1.EST_k37c20_48739:2-379(-)
symbB1.EST_k37c20_48740|m.89205,168,0,0,0,0,0,0,0.017,0.0184,0.543379,1,0.910767,symbB1.EST_k37c20_48740 g.89205  ORF symbB1.EST_k37c20_48740 g.89205 symbB1.EST_k37c20_48740 m.89205 type:5prime_partial len:168 (-) symbB1.EST_k37c20_48740:144-647(-)
symbB1.EST_k37c20_48819|m.89293,326,1,0,0,2,3,1,0.748,1.0254,1,0.759757,0.975042,symbB1.EST_k37c20_48819 g.89293  ORF symbB1.EST_k37c20_48819 g.89293 symbB1.EST_k37c20_48819 m.89293 type:complete len:326 (+) symbB1.EST_k37c20_48819:72-1049(+)
symbB1.EST_k37c20_4883|m.11635,331,0,0,0,0,0,0,-0.071,-0.0763,0.527115,0.934641,0.973899,symbB1.EST_k37c20_4883 g.11635  ORF symbB1.EST_k37c20_4883 g.11635 symbB1.EST_k37c20_4883 m.11635 type:5prime_partial len:331 (+) symbB1.EST_k37c20_4883:3-995(+)
symbB1.EST_k37c20_4887|m.11643,246,0,0,0,0,0,0,-0.054,-0.0623,0.526564,0.944769,0.963416,symbB1.EST_k37c20_4887 g.11643  ORF symbB1.EST_k37c20_4887 g.11643 symbB1.EST_k37c20_4887 m.11643 type:complete len:246 (-) symbB1.EST_k37c20_4887:196-933(-)
symbB1.EST_k37c20_49057|m.89577,547,0,0,0,0,0,0,-0.058,-0.0685,0.526677,0.939642,0.968598,symbB1.EST_k37c20_49057 g.89577  ORF symbB1.EST_k37c20_49057 g.89577 symbB1.EST_k37c20_49057 m.89577 type:5prime_partial len:547 (+) symbB1.EST_k37c20_49057:1-1641(+)
symbB1.EST_k37c20_4917|m.11727,811,0,0,0,0,0,0,-0.06,-0.0692,0.526708,0.939641,0.968598,symbB1.EST_k37c20_4917 g.11727  ORF symbB1.EST_k37c20_4917 g.11727 symbB1.EST_k37c20_4917 m.11727 type:complete len:811 (-) symbB1.EST_k37c20_4917:158-2590(-)
symbB1.EST_k37c20_49214|m.89760,286,2,2,0,0,0,2,-0.297,-0.404,0.883745,0.833881,1,symbB1.EST_k37c20_49214 g.89760  ORF symbB1.EST_k37c20_49214 g.89760 symbB1.EST_k37c20_49214 m.89760 type:5prime_partial len:286 (+) symbB1.EST_k37c20_49214:3-860(+)
symbB1.EST_k37c20_4961|m.11850,169,1,0,0,0,1,1,0.007,0.0075,0.539072,1,0.916372,symbB1.EST_k37c20_4961 g.11850  ORF symbB1.EST_k37c20_4961 g.11850 symbB1.EST_k37c20_4961 m.11850 type:5prime_partial len:169 (-) symbB1.EST_k37c20_4961:252-758(-)
symbB1.EST_k37c20_4962|m.11852,526,0,0,0,0,0,0,-0.099,-0.1135,0.53351,0.909447,1,symbB1.EST_k37c20_4962 g.11852  ORF symbB1.EST_k37c20_4962 g.11852 symbB1.EST_k37c20_4962 m.11852 type:5prime_partial len:526 (+) symbB1.EST_k37c20_4962:1-1578(+)
symbB1.EST_k37c20_4966|m.11866,153,0,0,0,0,0,0,-0.052,-0.0595,0.526578,0.947381,0.960869,symbB1.EST_k37c20_4966 g.11866  ORF symbB1.EST_k37c20_4966 g.11866 symbB1.EST_k37c20_4966 m.11866 type:5prime_partial len:153 (+) symbB1.EST_k37c20_4966:2-460(+)
symbB1.EST_k37c20_4968|m.11868,359,0,0,0,0,0,0,0.04,0.0443,0.55629,1,0.897166,symbB1.EST_k37c20_4968 g.11868  ORF symbB1.EST_k37c20_4968 g.11868 symbB1.EST_k37c20_4968 m.11868 type:internal len:360 (+) symbB1.EST_k37c20_4968:2-1078(+)
symbB1.EST_k37c20_5086|m.12156,4562,1,0,0,0,0,0,-0.095,-0.1055,0.53152,0.915927,0.996253,symbB1.EST_k37c20_5086 g.12156  ORF symbB1.EST_k37c20_5086 g.12156 symbB1.EST_k37c20_5086 m.12156 type:complete len:4562 (+) symbB1.EST_k37c20_5086:167-13852(+)
symbB1.EST_k37c20_5116|m.12234,365,0,0,0,0,0,0,0.038,0.0428,0.555438,1,0.898763,symbB1.EST_k37c20_5116 g.12234  ORF symbB1.EST_k37c20_5116 g.12234 symbB1.EST_k37c20_5116 m.12234 type:complete len:365 (-) symbB1.EST_k37c20_5116:140-1234(-)
symbB1.EST_k37c20_51501|m.92047,254,0,1,0,0,0,0,-0.008,-0.0089,0.533817,0.990231,0.926336,symbB1.EST_k37c20_51501 g.92047  ORF symbB1.EST_k37c20_51501 g.92047 symbB1.EST_k37c20_51501 m.92047 type:5prime_partial len:254 (+) symbB1.EST_k37c20_51501:3-764(+)
symbB1.EST_k37c20_51549|m.92078,253,0,0,0,0,0,0,-0.034,-0.0411,0.527657,0.963708,0.946225,symbB1.EST_k37c20_51549 g.92078  ORF symbB1.EST_k37c20_51549 g.92078 symbB1.EST_k37c20_51549 m.92078 type:5prime_partial len:253 (-) symbB1.EST_k37c20_51549:129-887(-)
symbB1.EST_k37c20_51745|m.92258,182,0,0,0,0,0,0,-0.086,-0.0944,0.529327,0.922703,0.987658,symbB1.EST_k37c20_51745 g.92258  ORF symbB1.EST_k37c20_51745 g.92258 symbB1.EST_k37c20_51745 m.92258 type:complete len:182 (+) symbB1.EST_k37c20_51745:38-583(+)
symbB1.EST_k37c20_51810|m.92310,177,0,1,2,8,3,2,1.238,2.043,0.431967,0.088848,0.994098,symbB1.EST_k37c20_51810 g.92310  ORF symbB1.EST_k37c20_51810 g.92310 symbB1.EST_k37c20_51810 m.92310 type:5prime_partial len:177 (-) symbB1.EST_k37c20_51810:104-634(-)
symbB1.EST_k37c20_521|m.1204,664,0,2,1,3,2,0,0.454,0.6706,1,1,0.917259,symbB1.EST_k37c20_521 g.1204  ORF symbB1.EST_k37c20_521 g.1204 symbB1.EST_k37c20_521 m.1204 type:5prime_partial len:664 (+) symbB1.EST_k37c20_521:2-1993(+)
symbB1.EST_k37c20_5213|m.12433,322,2,0,6,10,6,0,0.654,1.5506,1,0.299377,1,symbB1.EST_k37c20_5213 g.12433  ORF symbB1.EST_k37c20_5213 g.12433 symbB1.EST_k37c20_5213 m.12433 type:5prime_partial len:322 (-) symbB1.EST_k37c20_5213:62-1027(-)
symbB1.EST_k37c20_5221|m.12447,319,0,18,0,0,11,0,-0.481,-1.3096,1,0.979771,0.694834,symbB1.EST_k37c20_5221 g.12447  ORF symbB1.EST_k37c20_5221 g.12447 symbB1.EST_k37c20_5221 m.12447 type:3prime_partial len:320 (+) symbB1.EST_k37c20_5221:89-1045(+)
symbB1.EST_k37c20_52225|m.92643,160,0,0,0,0,0,0,-0.033,-0.0371,0.52813,0.966536,0.943892,symbB1.EST_k37c20_52225 g.92643  ORF symbB1.EST_k37c20_52225 g.92643 symbB1.EST_k37c20_52225 m.92643 type:internal len:161 (-) symbB1.EST_k37c20_52225:3-482(-)
symbB1.EST_k37c20_5230|m.12466,323,0,0,0,0,0,0,0,-0.0002,0.536418,0.999592,0.920263,symbB1.EST_k37c20_5230 g.12466  ORF symbB1.EST_k37c20_5230 g.12466 symbB1.EST_k37c20_5230 m.12466 type:internal len:324 (-) symbB1.EST_k37c20_5230:1-969(-)
symbB1.EST_k37c20_52688|m.92998,111,0,0,0,0,0,0,-0.048,-0.0547,0.526686,0.952699,0.955866,symbB1.EST_k37c20_52688 g.92998  ORF symbB1.EST_k37c20_52688 g.92998 symbB1.EST_k37c20_52688 m.92998 type:5prime_partial len:111 (-) symbB1.EST_k37c20_52688:43-375(-)
symbB1.EST_k37c20_5312|m.12672,147,0,0,0,0,0,0,-0.024,-0.0276,0.529572,0.975205,0.937075,symbB1.EST_k37c20_5312 g.12672  ORF symbB1.EST_k37c20_5312 g.12672 symbB1.EST_k37c20_5312 m.12672 type:internal len:148 (+) symbB1.EST_k37c20_5312:1-441(+)
symbB1.EST_k37c20_534|m.1227,498,2,3,0,3,7,4,0.833,1.5879,0.988385,0.276476,1,symbB1.EST_k37c20_534 g.1227  ORF symbB1.EST_k37c20_534 g.1227 symbB1.EST_k37c20_534 m.1227 type:5prime_partial len:498 (+) symbB1.EST_k37c20_534:3-1496(+)
symbB1.EST_k37c20_53724|m.93612,480,0,0,0,0,0,0,-0.074,-0.0898,0.528603,0.925027,0.984848,symbB1.EST_k37c20_53724 g.93612  ORF symbB1.EST_k37c20_53724 g.93612 symbB1.EST_k37c20_53724 m.93612 type:complete len:480 (-) symbB1.EST_k37c20_53724:146-1585(-)
symbB1.EST_k37c20_5416|m.12938,236,0,0,0,0,0,0,-0.049,-0.0586,0.526586,0.947381,0.960869,symbB1.EST_k37c20_5416 g.12938  ORF symbB1.EST_k37c20_5416 g.12938 symbB1.EST_k37c20_5416 m.12938 type:complete len:236 (-) symbB1.EST_k37c20_5416:622-1329(-)
symbB1.EST_k37c20_54185|m.93859,305,0,0,0,0,0,0,-0.085,-0.0969,0.529766,0.920413,0.990494,symbB1.EST_k37c20_54185 g.93859  ORF symbB1.EST_k37c20_54185 g.93859 symbB1.EST_k37c20_54185 m.93859 type:complete len:305 (-) symbB1.EST_k37c20_54185:69-983(-)
symbB1.EST_k37c20_54809|m.94121,211,0,0,0,7,1,0,1.14,1.6402,0.904305,0.245409,1,symbB1.EST_k37c20_54809 g.94121  ORF symbB1.EST_k37c20_54809 g.94121 symbB1.EST_k37c20_54809 m.94121 type:5prime_partial len:211 (+) symbB1.EST_k37c20_54809:1-633(+)
