PROTID,DEFLINE,PN1,PO1,WN31,WO31,OO1,ON2,ON3,ON1,OO2,OO3,OO2,WO31,OO1,ON2,ON3,PN1,PO1,WN31,WO31,OO1,ON2,ON3,PN1,PO1,WN31,OO2,ON1,OO3
m.16281,Thioredoxin domain-containing protein 12 OS=Homo sapiens GN=TXNDC12 PE=1 SV=1,4,3,3,3,3,3,5,3,3,3,2,4,3,3,4,3,4,3,2,3,3,4,4,2,3,3,2,3
m.16282,Collagen triple helix repeat-containing protein 1 OS=Mus musculus GN=Cthrc1 PE=2 SV=2,1,0,1,1,2,1,2,1,2,2,1,1,3,0,1,1,1,1,1,3,1,1,1,1,1,0,2,0
m.16303,Putative N-acetylated-alpha-linked acidic dipeptidase OS=Homo sapiens GN=FOLH1B PE=2 SV=1,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0
m.16309,Beta-ureidopropionase OS=Pongo abelii GN=UPB1 PE=2 SV=1,1,1,1,1,1,2,1,3,0,1,1,1,1,2,1,1,2,1,1,0,2,1,3,2,1,0,2,1
m.16319,"Acylpyruvase FAHD1, mitochondrial OS=Rattus norvegicus GN=Fahd1 PE=2 SV=1",2,1,2,1,3,3,3,3,2,3,3,3,2,2,3,1,3,1,1,2,4,2,2,1,2,3,1,3
m.16321,Cytoskeleton-associated protein 5 OS=Homo sapiens GN=CKAP5 PE=1 SV=3,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,2,1,0,1,0,0,1,0,1
m.16351,GTP-binding nuclear protein Ran OS=Xenopus laevis GN=ran PE=1 SV=2,5,5,5,3,5,5,5,6,4,5,4,3,4,4,5,5,5,4,4,4,6,5,5,4,4,3,5,3
m.16371,NADPH-dependent aldehyde reductase ARI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARI1 PE=1 SV=1,3,1,1,3,1,2,2,1,2,1,2,2,1,2,2,3,1,2,2,1,1,1,2,2,1,2,1,1
m.16414,Pleckstrin homology domain-containing family F member 2 OS=Gallus gallus GN=PLEKHF2 PE=2 SV=1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1
m.1000,Myophilin OS=Echinococcus granulosus PE=2 SV=1,21,22,10,16,15,20,19,18,17,19,21,16,14,20,18,11,17,14,14,18,22,23,19,23,11,19,16,14
m.1069,T-complex protein 1 subunit gamma OS=Bos taurus GN=CCT3 PE=1 SV=1,5,5,3,4,4,5,7,5,5,7,5,4,5,4,3,7,5,3,7,5,3,5,7,4,5,5,4,3
m.16423,Uncharacterized oxidoreductase MW2403 OS=Staphylococcus aureus (strain MW2) GN=MW2403 PE=3 SV=1,2,0,0,0,0,1,2,1,2,1,0,0,0,2,2,2,0,0,0,0,2,2,2,0,0,1,1,0
m.16442,Uncharacterized protein OS=Tetranychus urticae PE=3 SV=1,2,1,2,1,1,1,1,1,1,2,1,1,2,1,0,1,1,2,1,1,0,0,2,1,2,0,1,3
m.16446,Omega-amidase NIT2 OS=Mus musculus GN=Nit2 PE=1 SV=1,2,0,0,0,1,2,1,1,0,1,0,0,1,0,1,2,0,0,1,1,1,2,2,0,1,0,3,0
m.16465,Acidic mammalian chitinase OS=Mus musculus GN=Chia PE=1 SV=2,4,3,1,2,2,3,4,2,3,2,2,1,2,2,4,3,3,3,2,3,3,3,2,4,2,2,4,2
m.1652,Synaptic vesicle membrane protein VAT-1 homolog OS=Danio rerio GN=vat1 PE=2 SV=1,25,21,15,18,20,26,19,26,26,19,19,15,18,21,18,21,19,17,16,15,20,19,20,16,16,22,22,20
m.16526,Lambda-crystallin homolog OS=Homo sapiens GN=CRYL1 PE=1 SV=3,1,0,0,0,0,1,2,1,0,1,0,0,1,1,1,2,0,0,0,0,3,1,1,0,0,0,0,2
m.16548,Sortilin-related receptor OS=Homo sapiens GN=SORL1 PE=1 SV=2,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0
m.1655,Alpha-N-acetylgalactosaminidase OS=Gallus gallus GN=NAGA PE=1 SV=1,5,3,4,3,3,7,5,6,10,6,8,3,3,8,4,7,2,3,2,3,6,5,6,1,4,8,4,3
m.16591,m.16591,4,1,1,1,3,2,2,2,2,1,2,1,3,3,3,3,2,1,1,3,4,3,2,3,2,3,2,2
m.16598,Lissencephaly-1 homolog OS=Nematostella vectensis GN=v1g242515 PE=3 SV=1,0,1,0,0,0,0,0,1,2,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
m.10693,Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2,2,2,0,0,1,0,0,0,0,0,0,0,2,1,0,4,0,0,1,2,0,0,3,1,0,0,0,0
m.16651,"4-hydroxy-2-oxoglutarate aldolase, mitochondrial OS=Xenopus tropicalis GN=hoga1 PE=2 SV=2",2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,3,1,3,4,3,2,1,4,1,2,2,2,1
m.16692,"3-ketoacyl-CoA thiolase, mitochondrial OS=Mus musculus GN=Acaa2 PE=1 SV=3",8,5,4,7,4,9,6,8,8,6,8,6,6,9,7,8,5,5,9,6,8,7,8,7,7,10,6,5
m.16745,m.16745,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
m.1680,Methionine aminopeptidase 1 OS=Danio rerio GN=metap1 PE=2 SV=2,1,1,0,1,2,1,1,2,1,1,0,0,1,1,2,2,2,1,0,1,2,2,1,1,1,0,2,1
m.1685,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens GN=AIMP1 PE=1 SV=2,2,0,2,0,1,1,3,2,1,1,1,1,1,1,2,1,0,2,1,1,1,2,1,0,2,1,1,1
m.16859,Interactor protein for cytohesin exchange factors 1 OS=Homo sapiens GN=IPCEF1 PE=1 SV=1,5,4,1,1,2,3,5,5,6,6,5,3,2,4,3,5,4,2,2,1,4,4,6,5,2,3,4,3
m.16863,Vacuolar protein-sorting-associated protein 36 OS=Danio rerio GN=vps36 PE=2 SV=1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
m.16864,Malignant T-cell-amplified sequence 1 OS=Homo sapiens GN=MCTS1 PE=1 SV=1,1,0,0,0,0,0,2,0,2,0,0,0,0,1,1,1,1,0,1,0,0,1,2,0,0,0,0,0
m.16877,Tolloid-like protein 2 OS=Mus musculus GN=Tll2 PE=1 SV=1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0
m.1688,Transmembrane 9 superfamily member 2 OS=Rattus norvegicus GN=Tm9sf2 PE=2 SV=1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0
m.107,m.107,6,6,3,4,4,8,7,8,8,6,7,4,5,8,8,7,4,4,5,5,8,7,6,7,4,9,8,8
m.1689,m.1689,1,1,1,0,0,1,2,1,2,1,0,0,3,0,2,0,0,0,0,2,2,2,2,0,0,2,1,1
m.16910,Collagen alpha-6(VI) chain OS=Homo sapiens GN=COL6A6 PE=1 SV=2,10,10,11,6,10,5,16,4,10,13,12,5,9,7,14,10,10,9,5,6,6,18,9,8,11,12,3,8
m.16994,Glutathione S-transferase OS=Blattella germanica PE=1 SV=3,9,0,4,2,4,5,4,5,3,3,3,4,4,2,4,6,1,3,1,4,4,6,6,1,4,4,3,3
m.16997,Lamin-L(I) OS=Xenopus laevis PE=2 SV=1,14,9,11,14,6,11,26,15,15,15,16,14,8,16,24,13,13,11,12,8,15,20,13,14,11,14,19,17
m.17002,Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3,3,2,1,0,1,1,1,1,1,2,2,0,1,0,4,3,2,0,0,2,1,2,2,2,2,2,1,1
m.17007,Predicted protein OS=Nematostella vectensis GN=v1g208975 PE=4 SV=1,3,1,0,1,2,0,0,0,2,0,1,1,2,0,0,2,1,1,1,2,0,2,3,2,0,1,0,1
m.1706,Testin OS=Canis familiaris GN=TES PE=3 SV=1,1,0,0,0,0,1,2,0,0,2,0,0,1,1,2,0,0,1,1,0,1,2,1,0,0,0,2,2
m.17099,4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens GN=ALDH9A1 PE=1 SV=3,1,0,0,1,0,1,4,0,2,1,1,0,0,0,1,2,0,0,0,0,1,3,3,0,0,2,3,1
m.171,Golgin subfamily A member 4 OS=Mus musculus GN=Golga4 PE=1 SV=2,3,1,1,0,2,1,2,2,1,0,0,1,1,0,5,2,1,0,2,1,1,3,4,0,0,3,0,0
m.17101,AP-2 complex subunit mu OS=Gallus gallus GN=AP2M1 PE=2 SV=1,7,2,2,2,3,4,2,8,5,7,4,3,2,3,4,6,3,1,1,2,4,4,6,4,2,2,5,5
m.10714,Septin-8 OS=Xenopus tropicalis GN=sept8 PE=2 SV=1,6,4,5,5,6,4,6,5,5,8,4,5,4,2,3,6,4,5,4,4,4,6,5,5,5,5,6,7
m.17110,Rhamnosyl O-methyltransferase OS=Mycobacterium tuberculosis GN=Rv2959c PE=1 SV=1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
m.17128,Protein transport protein Sec31A OS=Homo sapiens GN=SEC31A PE=1 SV=3,3,0,0,1,2,3,3,3,0,2,0,1,0,2,2,3,1,0,0,2,2,3,3,1,0,2,2,1
m.1714,N-acetylgalactosamine kinase OS=Rattus norvegicus GN=Galk2 PE=2 SV=1,2,0,0,0,0,3,2,1,0,2,1,0,1,2,2,2,0,1,2,1,2,1,2,0,0,2,1,2
m.17144,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g79796 PE=4 SV=1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
m.17178,Predicted protein OS=Nematostella vectensis GN=v1g202754 PE=4 SV=1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
m.17237,Engulfment and cell motility protein 1 OS=Homo sapiens GN=ELMO1 PE=1 SV=2,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,2,0,1,1,1,0,0,1,0,1,0,0,0
m.1729,RNA-binding protein Musashi homolog 2 OS=Homo sapiens GN=MSI2 PE=1 SV=1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
m.17323,Predicted protein OS=Nematostella vectensis GN=v1g220800 PE=3 SV=1,19,17,19,18,21,19,16,14,20,21,21,16,18,19,17,18,17,19,15,19,20,16,19,19,19,18,13,21
m.1733,Hemicentin-2 OS=Mus musculus GN=Hmcn2 PE=2 SV=1,0,1,2,3,1,1,0,0,0,0,0,1,0,1,0,0,0,2,3,0,1,0,0,0,2,0,0,0
m.17346,Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens GN=NUP98 PE=1 SV=4,2,0,1,0,2,1,3,2,2,3,1,1,3,1,2,3,2,1,1,2,2,1,2,1,1,0,1,2
m.10723,GDP-fucose protein O-fucosyltransferase 2 OS=Mus musculus GN=Pofut2 PE=1 SV=1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,2
m.17427,Putative DMBT1-like protein OS=Mus musculus PE=2 SV=2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
m.17435,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Rattus norvegicus GN=Ppp3ca PE=1 SV=1,12,9,9,10,10,16,18,11,15,15,15,7,9,12,11,15,10,6,11,11,13,14,17,11,8,17,10,12
m.17466,Protein disulfide-isomerase A4 OS=Homo sapiens GN=PDIA4 PE=1 SV=2,10,9,10,7,9,14,12,8,12,12,12,7,10,18,11,12,10,12,8,12,18,15,13,12,12,12,6,10
m.17476,Protein arginine N-methyltransferase 1 OS=Xenopus tropicalis GN=prmt1 PE=2 SV=1,1,1,0,2,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,2,2,1,0,0,2,0
m.17496,Golgi reassembly-stacking protein 2 OS=Mus musculus GN=Gorasp2 PE=1 SV=3,3,2,3,4,2,4,3,4,2,3,2,2,2,3,4,5,2,3,4,4,3,5,4,1,3,4,4,1
m.17509,Beta-arrestin-1 OS=Macaca fascicularis GN=ARRB1 PE=2 SV=1,2,2,2,3,3,3,4,5,3,4,3,3,3,5,3,3,3,3,3,3,3,3,2,4,2,3,4,2
m.17514,Synapse-associated protein 1 OS=Mus musculus GN=Syap1 PE=1 SV=1,2,1,1,2,1,1,1,1,3,2,2,2,1,1,1,2,1,2,2,1,1,3,1,1,2,1,1,1
m.17521,"Peroxiredoxin-5, mitochondrial OS=Chlorocebus aethiops GN=PRDX5 PE=2 SV=1",11,12,8,12,12,16,18,15,14,19,17,14,9,15,15,12,14,10,14,11,17,16,14,15,10,17,17,12
m.17527,cAMP-dependent protein kinase catalytic subunit alpha OS=Mus musculus GN=Prkaca PE=1 SV=3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
m.17560,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Canis familiaris GN=DDOST PE=1 SV=1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
m.10726,Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3,3,2,2,1,4,4,6,2,3,4,4,2,3,2,8,2,2,0,2,3,5,6,3,2,1,3,3,3
m.17562,Predicted protein OS=Nematostella vectensis GN=v1g231988 PE=4 SV=1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,2,1
m.17572,Transcription elongation factor B polypeptide 2 OS=Homo sapiens GN=TCEB2 PE=1 SV=1,3,2,1,2,4,2,3,3,3,3,4,2,3,3,2,2,2,2,2,2,3,4,3,2,2,3,5,3
m.17573,Chymotrypsin-like elastase family member 1 OS=Homo sapiens GN=CELA1 PE=1 SV=2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0
m.17582,Collagen alpha-4(VI) chain OS=Mus musculus GN=Col6a4 PE=1 SV=2,5,5,2,2,2,7,7,2,8,4,8,2,2,7,6,3,2,2,2,3,6,4,3,3,2,7,1,4
m.17587,Septin-2 OS=Gallus gallus GN=SEPT2 PE=2 SV=1,2,0,0,1,2,1,1,1,1,1,3,0,1,1,2,1,0,0,1,3,2,4,2,2,0,2,2,1
m.17595,Phosphatidylinositol-binding clathrin assembly protein OS=Rattus norvegicus GN=Picalm PE=1 SV=1,11,7,5,7,5,9,10,8,8,10,10,8,6,9,11,7,8,5,8,6,12,7,11,8,6,9,4,8
m.17598,Calumenin-A OS=Salmo salar GN=calua PE=2 SV=1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
m.17609,Cysteine and glycine-rich protein 2 OS=Homo sapiens GN=CSRP2 PE=1 SV=3,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
m.17619,Collagen alpha-5(VI) chain OS=Homo sapiens GN=COL6A5 PE=1 SV=1,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
m.17634,Transcription elongation factor A protein 2 OS=Homo sapiens GN=TCEA2 PE=1 SV=1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
m.1073,Tropomodulin-2 OS=Homo sapiens GN=TMOD2 PE=1 SV=1,2,2,2,2,2,1,1,2,3,1,1,2,1,2,2,1,3,3,3,2,1,2,2,4,1,3,0,3
m.17642,"Enoyl-CoA delta isomerase 2, mitochondrial OS=Mus musculus GN=Eci2 PE=1 SV=2",3,2,1,1,3,7,3,5,4,6,3,2,3,4,4,3,4,2,2,2,5,5,4,2,1,3,5,3
m.17653,Charged multivesicular body protein 4b OS=Xenopus tropicalis GN=chmp4b PE=2 SV=1,5,4,3,1,3,3,5,2,3,5,5,3,2,2,3,4,3,3,3,3,2,4,3,3,3,4,3,3
m.17655,L-tyrosine decarboxylase OS=Methanococcus aeolicus (strain Nankai-3 / ATCC BAA-1280) GN=mfnA PE=3 SV=1,4,3,0,1,2,1,1,0,2,2,4,0,1,2,3,4,2,0,1,0,1,2,4,3,0,5,0,0
m.17682,Transcription elongation factor B polypeptide 1 OS=Rattus norvegicus GN=Tceb1 PE=1 SV=1,0,2,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0
m.17683,Protein DDI1 homolog 2 OS=Homo sapiens GN=DDI2 PE=1 SV=1,3,1,1,1,1,0,1,0,1,3,1,2,1,0,1,3,0,1,1,1,0,2,2,0,1,1,0,2
m.17686,Peroxidasin homolog OS=Mus musculus GN=Pxdn PE=2 SV=2,0,2,1,2,4,4,0,0,5,0,6,2,2,2,1,0,2,1,3,2,1,0,0,2,1,4,0,2
m.17718,"Acetyl-coenzyme A synthetase, cytoplasmic OS=Mus musculus GN=Acss2 PE=1 SV=2",8,2,1,0,5,15,13,9,9,7,9,0,3,15,11,10,3,1,0,5,13,14,9,3,1,8,8,6
m.17739,Peroxiredoxin-4 OS=Mus musculus GN=Prdx4 PE=1 SV=1,8,9,10,8,8,8,12,9,9,15,10,8,6,8,10,3,10,10,10,9,9,11,12,9,8,8,10,11
m.17758,Epidermal growth factor receptor kinase substrate 8-like protein 2 OS=Mus musculus GN=Eps8l2 PE=1 SV=1,0,1,1,0,1,1,2,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,2,0,0
m.17776,Dehydrogenase/reductase SDR family member 12 OS=Homo sapiens GN=DHRS12 PE=1 SV=2,5,1,1,2,1,2,3,3,1,0,1,1,3,1,3,5,1,2,2,2,1,2,3,1,0,2,1,1
m.1074,Phytanoyl-CoA dioxygenase domain-containing protein 1 OS=Homo sapiens GN=PHYHD1 PE=1 SV=2,3,2,1,0,1,3,3,3,2,2,2,1,1,3,2,3,2,1,2,2,3,3,2,1,1,2,1,1
m.17784,Protein OSCP1 OS=Rattus norvegicus GN=Oscp1 PE=2 SV=1,1,1,0,0,1,0,0,1,1,0,2,1,0,1,0,0,2,0,1,0,1,1,0,1,1,0,1,0
m.17794,Programmed cell death 6-interacting protein OS=Homo sapiens GN=PDCD6IP PE=1 SV=1,17,12,9,7,13,23,18,17,17,22,12,10,12,25,19,20,10,10,8,12,20,17,17,8,12,13,13,14
m.17804,"Tyrosine--tRNA ligase, cytoplasmic OS=Danio rerio GN=yars PE=2 SV=2",15,11,5,9,6,16,11,14,15,14,13,6,8,19,10,12,9,4,6,7,16,11,12,8,3,14,10,7
m.17821,Transaldolase OS=Rattus norvegicus GN=Taldo1 PE=1 SV=2,28,24,21,24,21,31,25,25,28,27,27,26,19,25,22,26,20,23,23,23,30,26,24,25,25,30,22,29
m.17857,V-type proton ATPase subunit F OS=Rattus norvegicus GN=Atp6v1f PE=1 SV=1,0,0,2,1,3,2,2,0,0,1,1,0,1,0,2,1,1,2,1,1,1,1,0,1,1,0,0,2
m.17859,Protein unc-119 homolog B OS=Mus musculus GN=Unc119b PE=2 SV=1,3,1,1,0,1,0,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,0,0
m.17895,Aldehyde dehydrogenase family 3 member B1 OS=Homo sapiens GN=ALDH3B1 PE=1 SV=1,4,3,3,4,3,2,3,8,4,3,4,4,3,6,6,6,3,3,3,3,5,5,6,2,3,4,4,5
m.17897,"Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Drosophila melanogaster GN=l(1)G0156 PE=2 SV=1",4,3,2,1,1,2,2,2,3,1,1,2,1,2,2,3,1,3,2,1,1,2,3,2,3,4,1,0
m.17910,"FERM, RhoGEF and pleckstrin domain-containing protein 2 OS=Mus musculus GN=Farp2 PE=1 SV=2",2,1,0,0,0,1,1,0,1,1,0,0,1,2,1,3,1,0,0,0,1,2,3,1,0,2,0,3
m.1793,Dehydrogenase/reductase SDR family member 1 OS=Mus musculus GN=Dhrs1 PE=2 SV=1,3,1,1,5,0,1,2,1,1,1,1,2,1,2,1,3,1,1,4,1,2,1,2,1,1,2,2,1
m.10744,Sorbitol dehydrogenase OS=Ovis aries GN=SORD PE=1 SV=1,4,4,2,2,3,6,3,5,4,5,3,1,5,5,4,5,3,2,2,4,7,3,4,3,3,3,6,3
m.1796,Asparagine synthetase [glutamine-hydrolyzing] OS=Cricetulus griseus GN=ASNS PE=2 SV=2,12,10,5,6,5,14,10,11,13,11,11,6,7,11,9,14,7,6,6,7,11,13,12,10,5,10,12,8
m.17970,2-(R)-hydroxypropyl-CoM dehydrogenase OS=Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2) GN=xecD PE=1 SV=3,1,1,0,0,1,3,3,1,2,1,1,0,0,3,2,2,0,0,0,0,2,1,2,0,0,2,0,1
m.17984,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADVL PE=1 SV=1",9,10,5,7,5,8,7,8,9,7,7,10,7,6,6,10,6,7,11,6,8,6,11,10,6,7,5,8
m.17992,"Aconitate hydratase, mitochondrial OS=Sus scrofa GN=ACO2 PE=1 SV=1",11,9,8,11,5,12,8,10,13,13,11,9,8,9,11,13,9,7,9,7,8,11,12,9,8,11,9,12
m.18001,CUB and sushi domain-containing protein 1 OS=Homo sapiens GN=CSMD1 PE=1 SV=2,0,0,0,0,2,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2
m.18009,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2 OS=Mus musculus GN=Magi2 PE=1 SV=2",2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
m.1802,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS=Mus musculus GN=Ngly1 PE=1 SV=2,1,1,0,0,0,1,1,0,0,2,0,0,1,1,1,2,1,0,0,0,1,0,1,1,0,1,0,1
m.18040,Glucosamine-6-phosphate isomerase 1 OS=Bos taurus GN=GNPDA1 PE=2 SV=1,8,5,4,4,4,9,7,7,7,7,6,5,8,7,9,8,6,3,3,7,7,8,9,6,5,6,5,5
m.18048,Galactokinase OS=Homo sapiens GN=GALK1 PE=1 SV=1,10,6,5,6,5,10,7,12,10,11,10,3,9,8,6,9,8,4,5,6,15,9,9,7,6,7,10,5
m.18060,"Arginine--tRNA ligase, cytoplasmic OS=Xenopus tropicalis GN=rars PE=2 SV=1",3,2,1,0,0,2,1,2,0,1,1,1,0,1,1,3,1,0,0,0,2,1,1,0,1,1,0,0
m.10807,Predicted protein OS=Nematostella vectensis GN=v1g197490 PE=4 SV=1,16,15,12,13,15,19,16,17,16,21,18,9,16,11,19,15,17,10,10,13,21,20,15,16,10,17,15,19
m.18062,Lactoylglutathione lyase OS=Rattus norvegicus GN=Glo1 PE=1 SV=3,3,3,1,1,1,4,3,7,3,4,5,0,3,5,4,4,3,2,1,3,5,4,5,3,1,3,5,6
m.18064,Coagulation factor V OS=Sus scrofa GN=F5 PE=2 SV=1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1
m.18070,26S proteasome non-ATPase regulatory subunit 4 OS=Bos taurus GN=PSMD4 PE=2 SV=1,2,2,3,3,2,1,3,1,2,2,1,3,2,1,0,1,3,3,4,3,1,1,1,1,3,1,3,3
m.1809,Predicted protein OS=Nematostella vectensis GN=v1g242093 PE=4 SV=1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0
m.1811,3-hydroxyacyl-CoA dehydrogenase type-2 OS=Bos taurus GN=HSD17B10 PE=1 SV=3,6,1,6,5,6,6,4,5,6,4,7,3,6,4,6,4,3,5,4,6,5,5,10,2,4,5,7,3
m.18144,Protein FAM49B OS=Homo sapiens GN=FAM49B PE=1 SV=1,2,2,1,2,0,2,1,1,1,3,0,1,0,1,0,1,1,1,0,0,2,1,0,1,1,1,4,1
m.18155,m.18155,6,3,2,3,9,5,7,5,5,6,5,3,8,7,7,6,3,6,3,6,8,7,5,3,4,8,5,3
m.1816,Tolloid-like protein 2 OS=Xenopus laevis GN=tll2 PE=2 SV=1,1,1,0,0,1,1,1,0,2,0,2,0,1,0,2,1,0,0,2,1,0,1,0,0,1,3,0,0
m.18183,Regulator of microtubule dynamics protein 1 OS=Homo sapiens GN=RMDN1 PE=1 SV=1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
m.18216,Mitochondrial inner membrane protein OS=Mus musculus GN=Immt PE=1 SV=1,2,0,0,0,0,3,1,0,1,0,0,0,0,4,3,1,0,0,0,0,3,4,1,0,0,2,1,0
m.10009,Putative regulator of ribonuclease activity OS=Aromatoleum aromaticum (strain EbN1) GN=AZOSEA25360 PE=3 SV=1,4,5,3,3,7,3,3,2,4,6,4,3,5,1,4,4,6,4,5,8,4,4,5,6,5,4,2,4
m.10812,Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3,2,2,1,0,2,2,0,1,1,0,0,0,1,2,1,1,1,1,0,1,1,0,1,2,0,2,1,0
m.18280,Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1,1,1,2,2,2,1,2,0,5,5,4,1,3,2,3,3,2,4,2,3,2,4,1,2,4,4,0,2
m.18288,Probable S-adenosylmethionine-dependent methyltransferase At5g37990 OS=Arabidopsis thaliana GN=At5g37990 PE=3 SV=2,1,0,1,0,2,3,3,3,4,1,2,0,0,5,2,2,0,0,0,1,4,3,2,0,0,4,4,2
m.18326,Group XV phospholipase A2 OS=Homo sapiens GN=PLA2G15 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0
m.18336,Creatinase OS=Bacillus sp. (strain B-0618) PE=1 SV=3,3,3,0,2,3,3,1,1,3,2,2,3,2,5,2,3,2,1,3,2,2,1,4,1,0,3,1,4
m.1834,Lysine--tRNA ligase OS=Mus musculus GN=Kars PE=1 SV=1,9,5,5,3,8,7,6,10,7,7,6,3,6,6,6,6,2,8,5,4,5,8,7,5,5,7,11,7
m.18355,Barrier-to-autointegration factor OS=Danio rerio GN=banf1 PE=1 SV=1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,2,0,1,1,0,0,2,0,0,0
m.18362,Adenylyl cyclase-associated protein 1 OS=Mus musculus GN=Cap1 PE=1 SV=4,5,2,1,2,2,7,5,6,3,5,4,2,1,6,4,5,2,1,2,0,9,5,6,4,2,4,6,6
m.18366,T-complex protein 1 subunit delta OS=Rattus norvegicus GN=Cct4 PE=1 SV=3,8,8,8,9,6,6,8,6,9,9,6,7,7,6,8,6,7,5,8,5,8,6,6,7,8,9,3,6
m.18370,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_91695 PE=4 SV=1,1,0,0,1,1,0,1,1,2,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1
m.18387,m.18387,3,1,3,4,3,0,3,1,3,3,2,4,2,0,2,3,1,4,5,2,0,3,1,3,2,2,0,4
