"Protein","PROTLEN","DEFLINE","PL30-C","PL12-1m","PL12-100b","PL30-100m","PL12-100m","PL30-10m","PL30-100b","PL30-1m","PL12-C","PL12-10m","UniprotID"
"symbB1.EST_k37c20_10940|m.25370",258,"symbB1.EST_k37c20_10940 g.25370  ORF symbB1.EST_k37c20_10940 g.25370 symbB1.EST_k37c20_10940 m.25370 type:complete len:258 (-) symbB1.EST_k37c20_10940:77-850(-)",1.5,0,3,6,7.5,6.5,1.5,2.5,1.5,3,NA
"symbB1.EST_k37c20_10952|m.25393",404,"symbB1.EST_k37c20_10952 g.25393  ORF symbB1.EST_k37c20_10952 g.25393 symbB1.EST_k37c20_10952 m.25393 type:complete len:404 (+) symbB1.EST_k37c20_10952:76-1287(+)",0,2.5,2,1,4.5,6,0,3,1.5,0.5,NA
"symbB1.EST_k37c20_11022|m.25497",783,"symbB1.EST_k37c20_11022 g.25497  ORF symbB1.EST_k37c20_11022 g.25497 symbB1.EST_k37c20_11022 m.25497 type:3prime_partial len:784 (+) symbB1.EST_k37c20_11022:225-2573(+)",0,0.5,0,0,0,0.5,0,0,0,0,NA
"symbB1.EST_k37c20_11023|m.25500",171,"symbB1.EST_k37c20_11023 g.25500  ORF symbB1.EST_k37c20_11023 g.25500 symbB1.EST_k37c20_11023 m.25500 type:internal len:172 (+) symbB1.EST_k37c20_11023:3-515(+)",2,3.5,3.5,1,4.5,1,0,0,2,0,NA
"symbB1.EST_k37c20_11120|m.25660",115,"symbB1.EST_k37c20_11120 g.25660  ORF symbB1.EST_k37c20_11120 g.25660 symbB1.EST_k37c20_11120 m.25660 type:5prime_partial len:115 (+) symbB1.EST_k37c20_11120:2-346(+)",0,1,1.5,0.5,0,0.5,0,0.5,1,0,NA
"symbB1.EST_k37c20_11157|m.25744",424,"symbB1.EST_k37c20_11157 g.25744  ORF symbB1.EST_k37c20_11157 g.25744 symbB1.EST_k37c20_11157 m.25744 type:5prime_partial len:424 (-) symbB1.EST_k37c20_11157:53-1324(-)",0,3,0,0,1.5,2,0,0,0,0,NA
"symbB1.EST_k37c20_11197|m.25835",1985,"symbB1.EST_k37c20_11197 g.25835  ORF symbB1.EST_k37c20_11197 g.25835 symbB1.EST_k37c20_11197 m.25835 type:5prime_partial len:1985 (-) symbB1.EST_k37c20_11197:201-6155(-)",0,0,0,0.5,0,0.5,0,0,0,0,NA
"symbB1.EST_k37c20_11246|m.25932",1508,"symbB1.EST_k37c20_11246 g.25932  ORF symbB1.EST_k37c20_11246 g.25932 symbB1.EST_k37c20_11246 m.25932 type:5prime_partial len:1508 (+) symbB1.EST_k37c20_11246:3-4526(+)",1,0.5,0,0.5,0,0,0.5,0.5,0,0,NA
"symbB1.EST_k37c20_11584|m.26712",1063,"symbB1.EST_k37c20_11584 g.26712  ORF symbB1.EST_k37c20_11584 g.26712 symbB1.EST_k37c20_11584 m.26712 type:5prime_partial len:1063 (+) symbB1.EST_k37c20_11584:1-3189(+)",0,0,1,0,0,0,1.5,0,0,0,NA
"symbB1.EST_k37c20_1169|m.2671",307,"symbB1.EST_k37c20_1169 g.2671  ORF symbB1.EST_k37c20_1169 g.2671 symbB1.EST_k37c20_1169 m.2671 type:5prime_partial len:307 (+) symbB1.EST_k37c20_1169:2-922(+)",4.5,8,5,6,7.5,9,6,4,5,3.5,NA
"symbB1.EST_k37c20_1213|m.2757",636,"symbB1.EST_k37c20_1213 g.2757  ORF symbB1.EST_k37c20_1213 g.2757 symbB1.EST_k37c20_1213 m.2757 type:3prime_partial len:637 (-) symbB1.EST_k37c20_1213:2-1909(-)",0,2,1,0,0.5,3,0,0.5,1.5,0,NA
"symbB1.EST_k37c20_1214|m.2760",628,"symbB1.EST_k37c20_1214 g.2760  ORF symbB1.EST_k37c20_1214 g.2760 symbB1.EST_k37c20_1214 m.2760 type:internal len:629 (-) symbB1.EST_k37c20_1214:2-1885(-)",1.5,3.5,2.5,2.5,2.5,6,1.5,4.5,3,1.5,NA
"symbB1.EST_k37c20_12165|m.28039",1291,"symbB1.EST_k37c20_12165 g.28039  ORF symbB1.EST_k37c20_12165 g.28039 symbB1.EST_k37c20_12165 m.28039 type:complete len:1291 (+) symbB1.EST_k37c20_12165:55-3927(+)",0,0,0.5,0,0,0,0,0.5,0,0,NA
"symbB1.EST_k37c20_12173|m.28057",687,"symbB1.EST_k37c20_12173 g.28057  ORF symbB1.EST_k37c20_12173 g.28057 symbB1.EST_k37c20_12173 m.28057 type:5prime_partial len:687 (+) symbB1.EST_k37c20_12173:2-2062(+)",0.5,2.5,0,0.5,1,0.5,2.5,0,1.5,0,NA
"symbB1.EST_k37c20_12680|m.29198",525,"symbB1.EST_k37c20_12680 g.29198  ORF symbB1.EST_k37c20_12680 g.29198 symbB1.EST_k37c20_12680 m.29198 type:5prime_partial len:525 (+) symbB1.EST_k37c20_12680:1-1575(+)",0,0,1,0.5,1.5,0.5,0,0,0,0.5,NA
"symbB1.EST_k37c20_12707|m.29253",798,"symbB1.EST_k37c20_12707 g.29253  ORF symbB1.EST_k37c20_12707 g.29253 symbB1.EST_k37c20_12707 m.29253 type:complete len:798 (-) symbB1.EST_k37c20_12707:110-2503(-)",0.5,1,0.5,0.5,0,0,0,0,0.5,0.5,NA
"symbB1.EST_k37c20_12744|m.29335",1525,"symbB1.EST_k37c20_12744 g.29335  ORF symbB1.EST_k37c20_12744 g.29335 symbB1.EST_k37c20_12744 m.29335 type:5prime_partial len:1525 (+) symbB1.EST_k37c20_12744:1-4575(+)",0,0,0.5,0.5,0,0.5,0,0.5,0,0,NA
"symbB1.EST_k37c20_13231|m.30449",390,"symbB1.EST_k37c20_13231 g.30449  ORF symbB1.EST_k37c20_13231 g.30449 symbB1.EST_k37c20_13231 m.30449 type:complete len:390 (-) symbB1.EST_k37c20_13231:50-1219(-)",0.5,0.5,0.5,0.5,0,1,0,0,0,0,NA
"symbB1.EST_k37c20_13424|m.30860",415,"symbB1.EST_k37c20_13424 g.30860  ORF symbB1.EST_k37c20_13424 g.30860 symbB1.EST_k37c20_13424 m.30860 type:complete len:415 (+) symbB1.EST_k37c20_13424:105-1349(+)",2,4.5,6,3.5,3,5.5,2.5,3,3.5,0.5,NA
"symbB1.EST_k37c20_1348|m.3129",292,"symbB1.EST_k37c20_1348 g.3129  ORF symbB1.EST_k37c20_1348 g.3129 symbB1.EST_k37c20_1348 m.3129 type:5prime_partial len:292 (-) symbB1.EST_k37c20_1348:101-976(-)",0.5,2.5,1.5,0,0,0,2.5,0,1,0,NA
"symbB1.EST_k37c20_1360|m.3153",108,"symbB1.EST_k37c20_1360 g.3153  ORF symbB1.EST_k37c20_1360 g.3153 symbB1.EST_k37c20_1360 m.3153 type:5prime_partial len:108 (+) symbB1.EST_k37c20_1360:2-325(+)",2.5,4.5,0.5,8.5,9.5,3,5.5,1.5,4,3.5,NA
"symbB1.EST_k37c20_13730|m.31514",220,"symbB1.EST_k37c20_13730 g.31514  ORF symbB1.EST_k37c20_13730 g.31514 symbB1.EST_k37c20_13730 m.31514 type:5prime_partial len:220 (-) symbB1.EST_k37c20_13730:88-747(-)",0,0,0.5,0,0,1.5,0,0,1,0,NA
"symbB1.EST_k37c20_13945|m.31959",330,"symbB1.EST_k37c20_13945 g.31959  ORF symbB1.EST_k37c20_13945 g.31959 symbB1.EST_k37c20_13945 m.31959 type:complete len:330 (+) symbB1.EST_k37c20_13945:81-1070(+)",1,0.5,0.5,0,0,0.5,1,0,0.5,0,NA
"symbB1.EST_k37c20_14283|m.32649",470,"symbB1.EST_k37c20_14283 g.32649  ORF symbB1.EST_k37c20_14283 g.32649 symbB1.EST_k37c20_14283 m.32649 type:complete len:470 (+) symbB1.EST_k37c20_14283:85-1494(+)",0.5,4.5,1,0.5,2.5,1.5,2,0,0.5,0,NA
"symbB1.EST_k37c20_14340|m.32799",3845,"symbB1.EST_k37c20_14340 g.32799  ORF symbB1.EST_k37c20_14340 g.32799 symbB1.EST_k37c20_14340 m.32799 type:5prime_partial len:3845 (+) symbB1.EST_k37c20_14340:3-11537(+)",0,0.5,2,2,3,1,0,1,1,2,NA
"symbB1.EST_k37c20_1455|m.3360",395,"symbB1.EST_k37c20_1455 g.3360  ORF symbB1.EST_k37c20_1455 g.3360 symbB1.EST_k37c20_1455 m.3360 type:5prime_partial len:395 (-) symbB1.EST_k37c20_1455:112-1296(-)",0.5,2.5,1,1,0,0,0,0,4,0,NA
"symbB1.EST_k37c20_14690|m.33573",182,"symbB1.EST_k37c20_14690 g.33573  ORF symbB1.EST_k37c20_14690 g.33573 symbB1.EST_k37c20_14690 m.33573 type:complete len:182 (+) symbB1.EST_k37c20_14690:213-758(+)",5.5,7,3,1,5.5,2.5,6.5,0,5.5,0.5,NA
"symbB1.EST_k37c20_149|m.340",412,"symbB1.EST_k37c20_149 g.340  ORF symbB1.EST_k37c20_149 g.340 symbB1.EST_k37c20_149 m.340 type:3prime_partial len:413 (+) symbB1.EST_k37c20_149:88-1323(+)",7,17,14.5,14,10.5,17.5,7,9,11.5,3.5,NA
"symbB1.EST_k37c20_14985|m.34254",508,"symbB1.EST_k37c20_14985 g.34254  ORF symbB1.EST_k37c20_14985 g.34254 symbB1.EST_k37c20_14985 m.34254 type:complete len:508 (+) symbB1.EST_k37c20_14985:56-1579(+)",1,0.5,0.5,1.5,1.5,0.5,0.5,1,1.5,1,NA
"symbB1.EST_k37c20_151|m.344",204,"symbB1.EST_k37c20_151 g.344  ORF symbB1.EST_k37c20_151 g.344 symbB1.EST_k37c20_151 m.344 type:internal len:205 (-) symbB1.EST_k37c20_151:2-613(-)",0,1,1,0,0.5,0,0,0.5,1,0,NA
"symbB1.EST_k37c20_15228|m.34738",745,"symbB1.EST_k37c20_15228 g.34738  ORF symbB1.EST_k37c20_15228 g.34738 symbB1.EST_k37c20_15228 m.34738 type:complete len:745 (+) symbB1.EST_k37c20_15228:353-2587(+)",0.5,0.5,0,0,0,0,0.5,0,0,0,NA
"symbB1.EST_k37c20_15297|m.34885",500,"symbB1.EST_k37c20_15297 g.34885  ORF symbB1.EST_k37c20_15297 g.34885 symbB1.EST_k37c20_15297 m.34885 type:complete len:500 (+) symbB1.EST_k37c20_15297:66-1565(+)",0.5,0,1,0,0,0.5,0,0,0,0,NA
"symbB1.EST_k37c20_15550|m.35425",2665,"symbB1.EST_k37c20_15550 g.35425  ORF symbB1.EST_k37c20_15550 g.35425 symbB1.EST_k37c20_15550 m.35425 type:5prime_partial len:2665 (+) symbB1.EST_k37c20_15550:1-7995(+)",0,1,0,0,0,0,0,0.5,0,0,NA
"symbB1.EST_k37c20_15580|m.35509",323,"symbB1.EST_k37c20_15580 g.35509  ORF symbB1.EST_k37c20_15580 g.35509 symbB1.EST_k37c20_15580 m.35509 type:5prime_partial len:323 (-) symbB1.EST_k37c20_15580:151-1119(-)",0.5,7,1,0,2.5,0.5,0,0,3,0,NA
"symbB1.EST_k37c20_1567|m.3635",725,"symbB1.EST_k37c20_1567 g.3635  ORF symbB1.EST_k37c20_1567 g.3635 symbB1.EST_k37c20_1567 m.3635 type:complete len:725 (-) symbB1.EST_k37c20_1567:298-2472(-)",1.5,5,5,0.5,1,6,1,0.5,4,0,NA
"symbB1.EST_k37c20_15697|m.35743",248,"symbB1.EST_k37c20_15697 g.35743  ORF symbB1.EST_k37c20_15697 g.35743 symbB1.EST_k37c20_15697 m.35743 type:complete len:248 (+) symbB1.EST_k37c20_15697:52-795(+)",0,0,0,0,1,0.5,0,0,0,0,NA
"symbB1.EST_k37c20_15781|m.35924",350,"symbB1.EST_k37c20_15781 g.35924  ORF symbB1.EST_k37c20_15781 g.35924 symbB1.EST_k37c20_15781 m.35924 type:complete len:350 (-) symbB1.EST_k37c20_15781:327-1376(-)",7,11.5,16,12.5,17.5,19.5,12,29.5,15,6.5,NA
"symbB1.EST_k37c20_16090|m.36633",157,"symbB1.EST_k37c20_16090 g.36633  ORF symbB1.EST_k37c20_16090 g.36633 symbB1.EST_k37c20_16090 m.36633 type:complete len:157 (+) symbB1.EST_k37c20_16090:37-507(+)",0,0.5,1.5,0.5,1,0.5,0.5,1,0.5,0.5,NA
"symbB1.EST_k37c20_16196|m.36863",687,"symbB1.EST_k37c20_16196 g.36863  ORF symbB1.EST_k37c20_16196 g.36863 symbB1.EST_k37c20_16196 m.36863 type:complete len:687 (-) symbB1.EST_k37c20_16196:121-2181(-)",3,5,4,5,6,5.5,1.5,4.5,4.5,2.5,NA
"symbB1.EST_k37c20_16267|m.37053",425,"symbB1.EST_k37c20_16267 g.37053  ORF symbB1.EST_k37c20_16267 g.37053 symbB1.EST_k37c20_16267 m.37053 type:5prime_partial len:425 (+) symbB1.EST_k37c20_16267:2-1276(+)",0,2.5,0,0,0,0,0.5,0,2,0,NA
"symbB1.EST_k37c20_16682|m.38041",281,"symbB1.EST_k37c20_16682 g.38041  ORF symbB1.EST_k37c20_16682 g.38041 symbB1.EST_k37c20_16682 m.38041 type:5prime_partial len:281 (-) symbB1.EST_k37c20_16682:106-948(-)",1.5,3,2,1.5,2.5,4,1.5,2.5,1,1,NA
"symbB1.EST_k37c20_16896|m.38494",504,"symbB1.EST_k37c20_16896 g.38494  ORF symbB1.EST_k37c20_16896 g.38494 symbB1.EST_k37c20_16896 m.38494 type:5prime_partial len:504 (+) symbB1.EST_k37c20_16896:2-1513(+)",0,0,0,0,0,0,0,0,0,0,NA
"symbB1.EST_k37c20_1708|m.4064",608,"symbB1.EST_k37c20_1708 g.4064  ORF symbB1.EST_k37c20_1708 g.4064 symbB1.EST_k37c20_1708 m.4064 type:complete len:608 (-) symbB1.EST_k37c20_1708:56-1879(-)",0.5,1.5,0,0,0,0,0,0,0,0.5,NA
"symbB1.EST_k37c20_17098|m.38976",241,"symbB1.EST_k37c20_17098 g.38976  ORF symbB1.EST_k37c20_17098 g.38976 symbB1.EST_k37c20_17098 m.38976 type:internal len:242 (-) symbB1.EST_k37c20_17098:2-724(-)",0,0.5,0,0.5,0,1.5,0.5,4.5,0,0,NA
"symbB1.EST_k37c20_17192|m.39188",291,"symbB1.EST_k37c20_17192 g.39188  ORF symbB1.EST_k37c20_17192 g.39188 symbB1.EST_k37c20_17192 m.39188 type:complete len:291 (-) symbB1.EST_k37c20_17192:150-1022(-)",0,0,0,0.5,0,0,3.5,0,0,0,NA
"symbB1.EST_k37c20_17248|m.39277",2528,"symbB1.EST_k37c20_17248 g.39277  ORF symbB1.EST_k37c20_17248 g.39277 symbB1.EST_k37c20_17248 m.39277 type:5prime_partial len:2528 (+) symbB1.EST_k37c20_17248:1-7584(+)",2.5,0.5,2,1,3,2,3,0,2,0.5,NA
"symbB1.EST_k37c20_17296|m.39402",247,"symbB1.EST_k37c20_17296 g.39402  ORF symbB1.EST_k37c20_17296 g.39402 symbB1.EST_k37c20_17296 m.39402 type:complete len:247 (+) symbB1.EST_k37c20_17296:54-794(+)",0,0,1,0,0,0,0,0,0,0,NA
"symbB1.EST_k37c20_17355|m.39534",873,"symbB1.EST_k37c20_17355 g.39534  ORF symbB1.EST_k37c20_17355 g.39534 symbB1.EST_k37c20_17355 m.39534 type:complete len:873 (+) symbB1.EST_k37c20_17355:94-2712(+)",1.5,1,2.5,1.5,1.5,0.5,1.5,0.5,1,0,NA
"symbB1.EST_k37c20_17439|m.39726",295,"symbB1.EST_k37c20_17439 g.39726  ORF symbB1.EST_k37c20_17439 g.39726 symbB1.EST_k37c20_17439 m.39726 type:5prime_partial len:295 (-) symbB1.EST_k37c20_17439:168-1052(-)",0,0,0,0.5,1,0,0,1,0,0,NA
"symbB1.EST_k37c20_17556|m.39980",242,"symbB1.EST_k37c20_17556 g.39980  ORF symbB1.EST_k37c20_17556 g.39980 symbB1.EST_k37c20_17556 m.39980 type:complete len:242 (-) symbB1.EST_k37c20_17556:49-774(-)",0.5,2,1,0,1.5,2,1,0,1,0,NA
"symbB1.EST_k37c20_1763|m.4228",127,"symbB1.EST_k37c20_1763 g.4228  ORF symbB1.EST_k37c20_1763 g.4228 symbB1.EST_k37c20_1763 m.4228 type:3prime_partial len:128 (+) symbB1.EST_k37c20_1763:91-471(+)",0,1,2,3.5,3.5,8.5,2,7.5,2.5,0,NA
"symbB1.EST_k37c20_17680|m.40262",525,"symbB1.EST_k37c20_17680 g.40262  ORF symbB1.EST_k37c20_17680 g.40262 symbB1.EST_k37c20_17680 m.40262 type:5prime_partial len:525 (-) symbB1.EST_k37c20_17680:137-1711(-)",0,0,0.5,0,0,1,0,1.5,0,0.5,NA
"symbB1.EST_k37c20_17887|m.40677",1379,"symbB1.EST_k37c20_17887 g.40677  ORF symbB1.EST_k37c20_17887 g.40677 symbB1.EST_k37c20_17887 m.40677 type:internal len:1380 (-) symbB1.EST_k37c20_17887:3-4139(-)",0.5,0,0.5,0,0,0,0,0,0.5,0,NA
"symbB1.EST_k37c20_18328|m.41616",239,"symbB1.EST_k37c20_18328 g.41616  ORF symbB1.EST_k37c20_18328 g.41616 symbB1.EST_k37c20_18328 m.41616 type:complete len:239 (+) symbB1.EST_k37c20_18328:74-790(+)",25,30.5,40.5,20,45.5,42,24.5,26,35,24,NA
"symbB1.EST_k37c20_184|m.421",116,"symbB1.EST_k37c20_184 g.421  ORF symbB1.EST_k37c20_184 g.421 symbB1.EST_k37c20_184 m.421 type:internal len:117 (+) symbB1.EST_k37c20_184:1-348(+)",2,3.5,4,1,0,0.5,2.5,0,2.5,0,NA
"symbB1.EST_k37c20_1842|m.4423",1008,"symbB1.EST_k37c20_1842 g.4423  ORF symbB1.EST_k37c20_1842 g.4423 symbB1.EST_k37c20_1842 m.4423 type:5prime_partial len:1008 (-) symbB1.EST_k37c20_1842:62-3085(-)",0,0.5,1.5,0,0,0,0,0.5,0.5,0,NA
"symbB1.EST_k37c20_18731|m.42470",511,"symbB1.EST_k37c20_18731 g.42470  ORF symbB1.EST_k37c20_18731 g.42470 symbB1.EST_k37c20_18731 m.42470 type:5prime_partial len:511 (-) symbB1.EST_k37c20_18731:78-1610(-)",9,14.5,14,4,14,10.5,2,11,9.5,6.5,NA
"symbB1.EST_k37c20_1881|m.4508",424,"symbB1.EST_k37c20_1881 g.4508  ORF symbB1.EST_k37c20_1881 g.4508 symbB1.EST_k37c20_1881 m.4508 type:internal len:425 (+) symbB1.EST_k37c20_1881:1-1272(+)",0,0.5,0,0,0.5,0,0,0,0,0,NA
"symbB1.EST_k37c20_18914|m.42831",363,"symbB1.EST_k37c20_18914 g.42831  ORF symbB1.EST_k37c20_18914 g.42831 symbB1.EST_k37c20_18914 m.42831 type:complete len:363 (+) symbB1.EST_k37c20_18914:104-1192(+)",0,3,1.5,0.5,1.5,0,0,0,2.5,0,NA
"symbB1.EST_k37c20_18958|m.42912",259,"symbB1.EST_k37c20_18958 g.42912  ORF symbB1.EST_k37c20_18958 g.42912 symbB1.EST_k37c20_18958 m.42912 type:3prime_partial len:260 (+) symbB1.EST_k37c20_18958:122-898(+)",0,0,0,0,0,0,0,1,0,0,NA
"symbB1.EST_k37c20_19059|m.43112",426,"symbB1.EST_k37c20_19059 g.43112  ORF symbB1.EST_k37c20_19059 g.43112 symbB1.EST_k37c20_19059 m.43112 type:5prime_partial len:426 (-) symbB1.EST_k37c20_19059:145-1422(-)",1,0.5,0,0,0,0,0.5,0,0,0,NA
"symbB1.EST_k37c20_19088|m.43177",1391,"symbB1.EST_k37c20_19088 g.43177  ORF symbB1.EST_k37c20_19088 g.43177 symbB1.EST_k37c20_19088 m.43177 type:complete len:1391 (-) symbB1.EST_k37c20_19088:67-4239(-)",0,0,0,0,0,0,0,0,0.5,0,NA
"symbB1.EST_k37c20_1935|m.4600",892,"symbB1.EST_k37c20_1935 g.4600  ORF symbB1.EST_k37c20_1935 g.4600 symbB1.EST_k37c20_1935 m.4600 type:complete len:892 (-) symbB1.EST_k37c20_1935:190-2865(-)",2,7.5,9,4.5,7.5,10.5,2,10.5,4.5,4.5,NA
"symbB1.EST_k37c20_19630|m.44259",431,"symbB1.EST_k37c20_19630 g.44259  ORF symbB1.EST_k37c20_19630 g.44259 symbB1.EST_k37c20_19630 m.44259 type:5prime_partial len:431 (+) symbB1.EST_k37c20_19630:3-1295(+)",1,2.5,2.5,1,2,2,1.5,1,3,0.5,NA
"symbB1.EST_k37c20_1986|m.4706",513,"symbB1.EST_k37c20_1986 g.4706  ORF symbB1.EST_k37c20_1986 g.4706 symbB1.EST_k37c20_1986 m.4706 type:complete len:513 (-) symbB1.EST_k37c20_1986:85-1623(-)",3,3.5,5,1.5,1.5,2.5,1,1,2.5,0.5,NA
"symbB1.EST_k37c20_2000|m.4730",169,"symbB1.EST_k37c20_2000 g.4730  ORF symbB1.EST_k37c20_2000 g.4730 symbB1.EST_k37c20_2000 m.4730 type:3prime_partial len:170 (+) symbB1.EST_k37c20_2000:600-1106(+)",0.5,2,0,0,0,0,0,0,1,0,NA
"symbB1.EST_k37c20_20107|m.45272",707,"symbB1.EST_k37c20_20107 g.45272  ORF symbB1.EST_k37c20_20107 g.45272 symbB1.EST_k37c20_20107 m.45272 type:5prime_partial len:707 (-) symbB1.EST_k37c20_20107:23-2143(-)",0.5,0.5,0,0.5,0,0,0.5,0,0.5,0,NA
"symbB1.EST_k37c20_20157|m.45393",1435,"symbB1.EST_k37c20_20157 g.45393  ORF symbB1.EST_k37c20_20157 g.45393 symbB1.EST_k37c20_20157 m.45393 type:complete len:1435 (+) symbB1.EST_k37c20_20157:70-4374(+)",0.5,0,0,0,0,1,0,1,0.5,0,NA
"symbB1.EST_k37c20_2023|m.4784",188,"symbB1.EST_k37c20_2023 g.4784  ORF symbB1.EST_k37c20_2023 g.4784 symbB1.EST_k37c20_2023 m.4784 type:complete len:188 (-) symbB1.EST_k37c20_2023:138-701(-)",5,8.5,6,2.5,3.5,3,3,2.5,4,1,NA
"symbB1.EST_k37c20_2060|m.4873",147,"symbB1.EST_k37c20_2060 g.4873  ORF symbB1.EST_k37c20_2060 g.4873 symbB1.EST_k37c20_2060 m.4873 type:complete len:147 (+) symbB1.EST_k37c20_2060:239-679(+)",6,8.5,8.5,5,3,5.5,5.5,1.5,5,0.5,NA
"symbB1.EST_k37c20_20726|m.46522",157,"symbB1.EST_k37c20_20726 g.46522  ORF symbB1.EST_k37c20_20726 g.46522 symbB1.EST_k37c20_20726 m.46522 type:5prime_partial len:157 (+) symbB1.EST_k37c20_20726:1-471(+)",2.5,2,2.5,4,2.5,5,3.5,5,3.5,2.5,NA
"symbB1.EST_k37c20_20990|m.47040",1165,"symbB1.EST_k37c20_20990 g.47040  ORF symbB1.EST_k37c20_20990 g.47040 symbB1.EST_k37c20_20990 m.47040 type:3prime_partial len:1166 (-) symbB1.EST_k37c20_20990:2-3496(-)",3,1,2,1.5,2,1.5,1.5,0.5,0.5,1.5,NA
"symbB1.EST_k37c20_21405|m.47922",411,"symbB1.EST_k37c20_21405 g.47922  ORF symbB1.EST_k37c20_21405 g.47922 symbB1.EST_k37c20_21405 m.47922 type:5prime_partial len:411 (-) symbB1.EST_k37c20_21405:76-1308(-)",0.5,0,0,0.5,0.5,1.5,0,0,0,0,NA
"symbB1.EST_k37c20_21426|m.47952",180,"symbB1.EST_k37c20_21426 g.47952  ORF symbB1.EST_k37c20_21426 g.47952 symbB1.EST_k37c20_21426 m.47952 type:complete len:180 (-) symbB1.EST_k37c20_21426:79-618(-)",1,0.5,0,0,0,0,2,0,0,0,NA
"symbB1.EST_k37c20_21614|m.48388",335,"symbB1.EST_k37c20_21614 g.48388  ORF symbB1.EST_k37c20_21614 g.48388 symbB1.EST_k37c20_21614 m.48388 type:5prime_partial len:335 (-) symbB1.EST_k37c20_21614:78-1082(-)",0.5,2.5,1.5,2.5,4.5,9,2.5,6.5,1,0.5,NA
"symbB1.EST_k37c20_2164|m.5076",4652,"symbB1.EST_k37c20_2164 g.5076  ORF symbB1.EST_k37c20_2164 g.5076 symbB1.EST_k37c20_2164 m.5076 type:complete len:4652 (+) symbB1.EST_k37c20_2164:109-14064(+)",0,0.5,0,0,0.5,0,1,0,1.5,0.5,NA
"symbB1.EST_k37c20_22411|m.50007",621,"symbB1.EST_k37c20_22411 g.50007  ORF symbB1.EST_k37c20_22411 g.50007 symbB1.EST_k37c20_22411 m.50007 type:5prime_partial len:621 (+) symbB1.EST_k37c20_22411:3-1865(+)",1,0.5,0.5,0.5,2.5,0.5,2,2,2,0,NA
"symbB1.EST_k37c20_2245|m.5304",469,"symbB1.EST_k37c20_2245 g.5304  ORF symbB1.EST_k37c20_2245 g.5304 symbB1.EST_k37c20_2245 m.5304 type:5prime_partial len:469 (-) symbB1.EST_k37c20_2245:174-1580(-)",1,3.5,2.5,0,1.5,1.5,1.5,0,2,0,NA
"symbB1.EST_k37c20_22727|m.50597",266,"symbB1.EST_k37c20_22727 g.50597  ORF symbB1.EST_k37c20_22727 g.50597 symbB1.EST_k37c20_22727 m.50597 type:complete len:266 (+) symbB1.EST_k37c20_22727:94-891(+)",0,0.5,1,0.5,0.5,1,0,0.5,0.5,0.5,NA
"symbB1.EST_k37c20_22896|m.50938",501,"symbB1.EST_k37c20_22896 g.50938  ORF symbB1.EST_k37c20_22896 g.50938 symbB1.EST_k37c20_22896 m.50938 type:5prime_partial len:501 (-) symbB1.EST_k37c20_22896:118-1620(-)",0.5,0,0.5,0,0,0,0,0,1,0,NA
"symbB1.EST_k37c20_22943|m.51036",307,"symbB1.EST_k37c20_22943 g.51036  ORF symbB1.EST_k37c20_22943 g.51036 symbB1.EST_k37c20_22943 m.51036 type:complete len:307 (+) symbB1.EST_k37c20_22943:1117-2037(+)",0,0,0,0,0,1,0,0.5,0,0,NA
"symbB1.EST_k37c20_23101|m.51379",247,"symbB1.EST_k37c20_23101 g.51379  ORF symbB1.EST_k37c20_23101 g.51379 symbB1.EST_k37c20_23101 m.51379 type:5prime_partial len:247 (-) symbB1.EST_k37c20_23101:85-825(-)",0,1,0.5,0.5,0,0.5,0,1,1,0,NA
"symbB1.EST_k37c20_23390|m.51940",1652,"symbB1.EST_k37c20_23390 g.51940  ORF symbB1.EST_k37c20_23390 g.51940 symbB1.EST_k37c20_23390 m.51940 type:5prime_partial len:1652 (-) symbB1.EST_k37c20_23390:27-4982(-)",2.5,3.5,4,2.5,3.5,2.5,2,2,2.5,1.5,NA
"symbB1.EST_k37c20_23774|m.52671",448,"symbB1.EST_k37c20_23774 g.52671  ORF symbB1.EST_k37c20_23774 g.52671 symbB1.EST_k37c20_23774 m.52671 type:internal len:449 (+) symbB1.EST_k37c20_23774:2-1345(+)",0,0.5,0,0,0.5,0.5,0,0,0,0,NA
"symbB1.EST_k37c20_23942|m.52996",1084,"symbB1.EST_k37c20_23942 g.52996  ORF symbB1.EST_k37c20_23942 g.52996 symbB1.EST_k37c20_23942 m.52996 type:complete len:1084 (+) symbB1.EST_k37c20_23942:34-3285(+)",1,0,0,0.5,0,0,3.5,0,2,0.5,NA
"symbB1.EST_k37c20_24078|m.53285",3463,"symbB1.EST_k37c20_24078 g.53285  ORF symbB1.EST_k37c20_24078 g.53285 symbB1.EST_k37c20_24078 m.53285 type:5prime_partial len:3463 (+) symbB1.EST_k37c20_24078:2-10390(+)",0,0,0,0.5,0,0,0,0,0.5,0,NA
"symbB1.EST_k37c20_2414|m.5716",453,"symbB1.EST_k37c20_2414 g.5716  ORF symbB1.EST_k37c20_2414 g.5716 symbB1.EST_k37c20_2414 m.5716 type:complete len:453 (-) symbB1.EST_k37c20_2414:157-1515(-)",0.5,1.5,0.5,0,2,2.5,0,0.5,0,0,NA
